neuron,concept,concept_id,metric
148,toyshop,n04462240,0.8290
149,goldfinch,n01531178,0.8627
150,barometer,n02794156,0.8933
151,rapeseed,n11879895,0.8832
152,strawberry,n07745940,0.9344
153,cardoon,n07730033,0.9836
154,china cabinet,n03018349,0.9718
155,police van,n03977966,0.9117
156,spider web,n04275548,0.9553
157,appenzeller,n02107908,0.8851
158,valley,n09468604,0.9045
159,bagel,n07693725,0.8495
160,green mamba,n01749939,0.9624
161,speedboat,n04273569,0.9354
162,container ship,n03095699,0.9287
163,harvestman,n01770081,0.8819
164,vault,n04523525,0.9533
165,triumphal arch,n04486054,0.8836
166,menu,n07565083,0.9491
167,swing,n04371774,0.8904
168,hot pot,n07590611,0.9300
169,rapeseed,n11879895,0.9288
170,wig,n04584207,0.9644
171,pizza,n07873807,0.9219
172,blenheim spaniel,n02086646,0.9048
173,mosque,n03788195,0.8616
174,pirate,n03947888,0.9510
175,espresso,n07920052,0.8478
176,rapeseed,n11879895,0.9423
177,rapeseed,n11879895,0.9120
178,pizza,n07873807,0.8057
179,entertainment center,n03290653,0.9086
180,sandbar,n09421951,0.8774
181,web site,n06359193,0.9438
182,jersey,n03595614,0.8684
183,cassette player,n02979186,0.9037
184,tibetan mastiff,n02108551,0.8774
185,web site,n06359193,0.9555
186,maltese dog,n02085936,0.9292
187,ballpoint,n02783161,0.8817
188,odometer,n03841143,0.9511
189,hammerhead,n01494475,0.8420
190,model t,n03777568,0.9290
191,gyromitra,n13037406,0.9045
192,barometer,n02794156,0.9179
193,consomme,n07584110,0.8857
194,manhole cover,n03717622,0.8311
195,monarch,n02279972,0.9441
196,basketball,n02802426,0.8865
197,cliff dwelling,n03042490,0.9225
198,manhole cover,n03717622,0.9232
199,web site,n06359193,0.8042
200,dishrag,n03207743,0.8547
201,necklace,n03814906,0.9297
202,jack-o'-lantern,n03590841,0.9292
203,web site,n06359193,0.9635
204,hand-held computer,n03485407,0.8848
205,flute,n03372029,0.8972
206,tibetan mastiff,n02108551,0.8905
207,police van,n03977966,0.8967
208,jack-o'-lantern,n03590841,0.8683
209,american lobster,n01983481,0.9071
210,home theater,n03529860,0.8583
211,trifle,n07613480,0.9417
212,weimaraner,n02092339,0.7902
213,passenger car,n03895866,0.7765
214,red-backed sandpiper,n02027492,0.8401
215,chiffonier,n03016953,0.9210
216,pomegranate,n07768694,0.8430
217,bullet train,n02917067,0.8647
218,gondola,n03447447,0.8499
219,plate,n07579787,0.8977
220,paddlewheel,n03874293,0.9156
221,bell pepper,n07720875,0.9027
222,bagel,n07693725,0.9409
223,persian cat,n02123394,0.8971
224,bullet train,n02917067,0.8603
225,clumber,n02101556,0.8862
226,king snake,n01734418,0.9723
227,cardoon,n07730033,0.8698
228,butcher shop,n02927161,0.8976
229,promontory,n09399592,0.8279
230,odometer,n03841143,0.9035
231,daisy,n11939491,0.9886
232,yorkshire terrier,n02094433,0.9022
233,china cabinet,n03018349,0.9282
234,espresso maker,n03297495,0.8872
235,barometer,n02794156,0.8999
236,gibbon,n02483362,0.8990
237,web site,n06359193,0.9391
238,lionfish,n02643566,0.9082
239,valley,n09468604,0.9492
240,bullet train,n02917067,0.9264
241,slot,n04243546,0.9029
242,bullet train,n02917067,0.8628
243,web site,n06359193,0.8918
244,hot pot,n07590611,0.8741
245,slot,n04243546,0.8661
246,consomme,n07584110,0.9397
247,electric locomotive,n03272562,0.9138
248,mosque,n03788195,0.9438
249,pizza,n07873807,0.9652
250,pickup,n03930630,0.8992
251,yorkshire terrier,n02094433,0.8425
252,menu,n07565083,0.9047
253,necklace,n03814906,0.9285
254,blenheim spaniel,n02086646,0.8043
255,gila monster,n01692333,0.9497
