layer,unit,description
avgpool,259,Items with circular features
avgpool,260,Edges of objects
avgpool,261,Circles
avgpool,262,Vertical line pattern on objects
avgpool,263,Edges of objects
avgpool,264,Food
avgpool,265,Diagonal lines
avgpool,266,Dogs and other animals
avgpool,267,Porcelain and white objects
avgpool,268,People and animals
avgpool,269,Horizontal lines
avgpool,270,Items with straight features
avgpool,271,Animal
avgpool,272,Black and white colored objects
avgpool,273,Neon lights
avgpool,274,Dogs
avgpool,275,"People, animals"
avgpool,276,Sharks and underwater animals
avgpool,277,Nature
avgpool,278,Black and white colored objects
avgpool,279,Sunglasses
avgpool,280,Animals in the wild
avgpool,281,Edges of objects
avgpool,282,Grids
avgpool,283,Snow and blue skies
avgpool,284,Birds and butterflies
avgpool,285,Items with circular features
avgpool,286,Stripes
avgpool,287,Edges of objects
avgpool,288,Edges of objects
avgpool,289,"Person, animal"
avgpool,290,Edges of objects
avgpool,291,Vertical lines
avgpool,292,Animals and food
avgpool,293,Bird legs
avgpool,294,Coral and food
avgpool,295,Circular objects and animals
avgpool,296,Rectangular objects
avgpool,297,Items with straight features
avgpool,298,Items with designs
avgpool,299,Cluster of objects
avgpool,300,Black and white objects
avgpool,301,Edges of objects
avgpool,302,Rounded edges in pictures
avgpool,303,Vertical lines
avgpool,304,Nature
avgpool,305,"Aquatic life, animals"
avgpool,306,Round edges on objects
avgpool,307,Nature
avgpool,308,Vertical line pattern on objects
avgpool,309,"Person, animal"
avgpool,310,Nature
avgpool,311,Edges of objects
avgpool,312,Red and white colored objects
avgpool,313,Items with circular features
avgpool,314,Edges of objects
avgpool,315,Nature
avgpool,316,Fruits and vegetables
avgpool,317,Rounded edges in pictures
avgpool,318,Nature
avgpool,319,Vertical line pattern on objects
avgpool,320,Items with designs
avgpool,321,The sky and planes
avgpool,322,Circular objects
avgpool,323,Dogs
avgpool,324,Edges of objects
avgpool,325,Circular items
avgpool,326,Circular objects
avgpool,327,Edges of teapots and mugs
avgpool,328,Regions with straight features
avgpool,329,Diagonal lines
avgpool,330,Vehicles and roads
avgpool,331,Food
avgpool,332,Items with straight features
avgpool,333,Fur of animals
avgpool,334,Red and white colored objects
avgpool,335,Similar color patterns
avgpool,336,Nature
avgpool,337,Sea life
avgpool,338,Rounded edges in pictures
avgpool,339,Items that are knitted
avgpool,340,Red colored objects
avgpool,341,Soccer players
avgpool,342,Nature
avgpool,343,Edges of objects
avgpool,344,Nature
avgpool,345,Animals
avgpool,346,Animal legs
avgpool,347,Edges of objects
avgpool,348,Rounded edges in pictures
avgpool,349,Blue skies
avgpool,350,Sharks
avgpool,351,Round edges on objects
avgpool,352,Edges of objects
avgpool,353,Red and purple objects
avgpool,354,Blue and red objects
avgpool,355,Items with designs
avgpool,356,Edges of objects
avgpool,357,Plant life
avgpool,358,Fur of animals
avgpool,359,Round objects
avgpool,360,Edges of objects
avgpool,361,Diagonal lines
avgpool,362,Edges of objects
avgpool,363,Diagonal lines
avgpool,364,Edges of objects
avgpool,365,Items with designs
avgpool,366,Nature
avgpool,367,People
avgpool,368,Electronics
avgpool,369,Items with straight features
avgpool,370,Nature
avgpool,371,Living things
avgpool,372,White areas
avgpool,373,Keyboards
avgpool,374,Edges of objects
avgpool,375,Athletes
avgpool,376,Red and orange objects
avgpool,377,Edges of objects
avgpool,378,Animal fur
avgpool,379,Birds
avgpool,380,Food
avgpool,381,Regions with straight features
avgpool,382,Walls
avgpool,383,Regions with straight features
avgpool,384,"People, animals"
avgpool,385,"Water, person, animal"
avgpool,386,Rounded edges in pictures
avgpool,387,Birds
avgpool,388,Items with straight features
avgpool,389,Nature
avgpool,390,Nature
avgpool,391,Clocks and speedometer
avgpool,392,Striped objects
avgpool,393,Cages
avgpool,394,Items with circular features
avgpool,395,Red and white colored objects
avgpool,396,Food
avgpool,397,Items with straight features
avgpool,398,Nature
avgpool,399,Animals
avgpool,400,Green objects
avgpool,401,Aquatic life
avgpool,402,Dogs and other animals
avgpool,403,Edges of objects
avgpool,404,Edges of objects
avgpool,405,Bottles
avgpool,406,Numbers and letters
avgpool,407,Edges of objects
avgpool,408,Edges of objects
avgpool,409,Athletes
avgpool,410,Animals
avgpool,411,Living things
avgpool,412,Vertical lines
avgpool,413,Edges of objects
avgpool,414,Similar color patterns
avgpool,415,Edges of objects
avgpool,416,Similar color patterns
avgpool,417,Nature
avgpool,418,Faces of things
avgpool,419,Stripes
avgpool,420,Food
avgpool,421,Items with circular features
avgpool,422,Birds
avgpool,423,Text on a menu
avgpool,424,The ocean
avgpool,425,Edges of objects
avgpool,426,Green colored objects
avgpool,427,Vehicles
avgpool,428,Diagonal lines
avgpool,429,Rounded edges in pictures
avgpool,430,People
avgpool,431,Diagonal lines
avgpool,432,Rounded edges in pictures
avgpool,433,Edges of objects
avgpool,434,Textured areas
avgpool,435,Sky and water
avgpool,436,Edges of objects
avgpool,437,Edges of objects
avgpool,438,Diagonal lines
avgpool,439,Rounded edges in pictures
avgpool,440,Food
avgpool,441,Edges of objects
avgpool,442,Legs
avgpool,443,Edges of objects
avgpool,444,Items with straight features
avgpool,445,Animals
avgpool,446,Furniture
avgpool,447,Arches
avgpool,448,Nature
avgpool,449,Purple and pink objects
avgpool,450,Grids
avgpool,451,Edges of objects
avgpool,452,Vertical line pattern on objects
avgpool,453,White areas
avgpool,454,Similar color patterns
avgpool,455,Diagonal lines
avgpool,456,Vehicles and trains
avgpool,457,Black and white colored objects
avgpool,458,"People, food, and furniture"
avgpool,459,Elephants and dinosaur fossils
avgpool,460,Aquatic life
avgpool,461,Edges of objects
avgpool,462,Rounded edges in pictures
avgpool,463,Animals
avgpool,464,Vertical line pattern on objects
avgpool,465,Black and white colored objects
avgpool,466,Diagonal lines
avgpool,467,Similar color patterns
avgpool,468,Hats
avgpool,469,Nature
avgpool,470,Nature
avgpool,471,Animals
avgpool,472,Edges of objects
avgpool,473,Edges of objects
avgpool,474,Dogs and other animals
avgpool,475,Edges of objects
avgpool,476,Edges of objects
avgpool,477,Nature
avgpool,478,Animal fur
avgpool,479,Lights
avgpool,480,Ships and water
avgpool,481,Nature
avgpool,482,Edges of objects
avgpool,483,Nature
avgpool,484,Books and teeth
avgpool,485,Dog ears
avgpool,486,Nature
avgpool,487,Edges of objects
avgpool,488,Green colored objects
avgpool,489,Edges of objects
avgpool,490,Green plants and vegetables
avgpool,491,Vertical line pattern on objects
avgpool,492,Edges of objects
avgpool,493,Animals
avgpool,494,Rounded edges in pictures
avgpool,495,Dogs and people
avgpool,496,Layered places
avgpool,497,Striped objects
avgpool,498,Food
avgpool,499,Edges of objects
avgpool,500,Edges of objects
avgpool,501,Items of central focus
avgpool,502,Similar color patterns
avgpool,503,Arched entry way
avgpool,504,Round objects
avgpool,505,Items with designs
avgpool,506,Edges of objects
avgpool,507,Similar color patterns
avgpool,508,Vertical line pattern on objects
avgpool,509,"People, water, boat"
avgpool,510,Water
avgpool,511,Animals
