layer,unit,description
features,326,Vibrant colors in pictures
features,327,Landscapes
features,328,Poles
features,329,Buildings
features,330,Buildings
features,331,Items of central focus
features,332,Windows
features,333,Grass and trees
features,334,Vertical lines
features,335,Water
features,336,Landscapes
features,337,Green colored objects
features,338,Objects with stripes in it
features,339,"Building, people"
features,340,Pools
features,341,Items of central focus
features,342,"Water, people"
features,343,People
features,344,Items of central focus
features,345,"Food, people"
features,346,Green grass
features,347,Landscapes
features,348,Green grass
features,349,Top of a building
features,350,Colorful items
features,351,Heads
features,352,Buildings
features,353,Yellow and blue colored objects
features,354,Trees
features,355,Top of a building
features,356,Plants
features,357,Items of central focus
features,358,Vertical lines
features,359,Circular objects
features,360,Bright yellow colored objects
features,361,Green and brown colored objects
features,362,Areas of central focus
features,363,Green grass
features,364,Buildings
features,365,Pizza and trees
features,366,Walkways
features,367,Buildings
features,368,Nature
features,369,Views of the mountaintop
features,370,Old buildings
features,371,Landscapes
features,372,Nature
features,373,"Building, people"
features,374,Lights
features,375,Green grass
features,376,"Building, people"
features,377,Regions with straight features
features,378,Landscapes
features,379,The sky
features,380,Buildings
features,381,Balls
features,382,Plants and flowers
features,383,Sunsets
features,384,Old buildings
features,385,Top of a building
features,386,"Water, people"
features,387,Circular objects
features,388,Top of a building
features,389,Windows
features,390,Green and brown colored objects
features,391,Wall art
features,392,"Building, people"
features,393,Plants
features,394,Buildings
features,395,Buildings
features,396,Green and brown colored objects
features,397,Lights
features,398,Lights
features,399,Top of a building
features,400,Green and brown colored objects
features,401,Pools
features,402,Buildings
features,403,Top of a building
features,404,Pools
features,405,Green and brown colored objects
features,406,Regions with straight features
features,407,Red and white colored objects
features,408,Green and brown colored objects
features,409,Green grass
features,410,Bright yellow colored objects
features,411,Circular objects
features,412,Water
features,413,Heads
features,414,Columns
features,415,Poles
features,416,Red and white colored objects
features,417,Landscapes
features,418,Bright yellow colored objects
features,419,Green grass
features,420,Top of a building
features,421,Buildings
features,422,Buildings
features,423,Sports stadiums
features,424,Top of a building
features,425,Buildings
features,426,Brown colored objects
features,427,Plants
features,428,Black and white colored objects
features,429,Green grass
features,430,Windows
features,431,Bright yellow colored objects
features,432,Flowers
features,433,Buildings
features,434,The ground
features,435,Top of a building
features,436,Regions with straight features
features,437,Green and brown colored objects
features,438,Buildings
features,439,People
features,440,"Water, trees, building"
features,441,Items of central focus
features,442,Black and white colored objects
features,443,Windows
features,444,Areas around a central focus
features,445,Items of central focus
features,446,Green and brown colored objects
features,447,Green and brown colored objects
features,448,Green grass
features,449,Green and brown colored objects
features,450,Pools
features,451,Windows
features,452,Windows of a building
features,453,Nature
features,454,Red and white colored objects
features,455,Horizontal lines
features,456,Bright yellow colored objects
features,457,Top of a building
features,458,Flowers and flowers
features,459,Colorful items
features,460,Views of the mountaintop
features,461,Green grass
features,462,Nature
features,463,"Building, windows"
features,464,Diagonal lines
features,465,"Water, trees, people"
features,466,Green and brown colored objects
features,467,Top of a building
features,468,Plants
features,469,Buildings
features,470,Plants
features,471,Red colored object with text
features,472,Bright lights
features,473,Bright yellow colored objects
features,474,Windows
features,475,Areas of central focus
features,476,Buildings
features,477,Trees
features,478,Landscapes
features,479,"Water, trees, people"
features,480,Green and brown colored objects
features,481,Top of a building
features,482,Green grass
features,483,Green grass
features,484,Plants
features,485,Top of a building
features,486,Top of a building
features,487,Landscapes
features,488,Windows
features,489,Plants and flowers
features,490,Trees
features,491,Landscapes
features,492,Buildings
features,493,Black and white colored objects
features,494,Areas of central focus
features,495,Top of a building
features,496,"Building, people"
features,497,Wall art
features,498,Lights
features,499,Poles
features,500,Poles and legs
features,501,"Building, people"
features,502,Buildings
features,503,Windows
features,504,Green grass
features,505,Diagonal lines
features,506,Structures and landscapes
features,507,Poles
features,508,Black and white colored objects
features,509,Buildings
features,510,Lights
features,511,Bright lights
features,512,Windows
features,513,Red and white colored objects
features,514,Items of central focus
features,515,Green and brown colored objects
features,516,Green and brown colored objects
features,517,Circular items
features,518,Water
features,519,Sunsets
features,520,Stairs
features,521,Windows
features,522,Grass and trees
features,523,Stairs
features,524,Trees
features,525,Buildings
features,526,Windows
features,527,Buildings
features,528,Red and white colored objects
features,529,Buildings
features,530,Nature
features,531,Black and white colored objects
features,532,Circular objects
features,533,Wall art
features,534,Buildings
features,535,Top of a building
features,536,Windows
features,537,Top of a building
features,538,Orange and yellow objects
features,539,Flowers and flowers
features,540,Plants
features,541,Nature
features,542,Regions with straight features
features,543,"Sky, trees, building"
features,544,Landscapes
features,545,Colorful items
features,546,Red and white colored objects
features,547,Structures and landscapes
features,548,Landscapes
features,549,Buildings
features,550,Buildings
features,551,Black and white colored objects
features,552,Buildings
features,553,Bright lights
features,554,Buildings
features,555,Green and brown colored objects
features,556,Poles and legs
features,557,Windows
features,558,Walls
features,559,Buildings
features,560,Wall art
features,561,Yellow and blue colored objects
features,562,Lights
features,563,Green and brown colored objects
features,564,Items of central focus
features,565,Nature
features,566,The sky
features,567,Windows on a building
features,568,Structures and landscapes
features,569,Green and brown colored objects
features,570,Buildings
features,571,The sky and trees
features,572,Items of central focus
features,573,Bright lights
features,574,Black and white colored objects
features,575,Items of central focus
features,576,Red colored object with text
features,577,Landscapes
features,578,Items of central focus
features,579,Gray colored objects
features,580,Items with patterns
features,581,Landscapes
features,582,Black and white colored objects
features,583,Buildings
features,584,Waterfalls
features,585,Black and white colored objects
features,586,Plants
features,587,Buildings
features,588,Diagonal lines
features,589,Green and brown colored objects
features,590,Green and brown colored objects
features,591,Blue objects
features,592,Bright yellow colored objects
features,593,Grass and flowers
features,594,Items of central focus
features,595,Buildings
features,596,Green and brown colored objects
features,597,Ice cream pools
features,598,Buildings
features,599,Green grass
features,600,Windows
features,601,Red and white colored objects
features,602,Items of central focus
features,603,Faces of human beings
features,604,Green and brown colored objects
features,605,Vibrant colored objects
features,606,Lights
features,607,Regions with straight features
features,608,Structures
features,609,Vertical lines
features,610,Nature
features,611,Vertical lines
features,612,Black and white colored objects
features,613,Ice cream and water
features,614,Green grass
features,615,Buildings
features,616,Landscapes
features,617,Top of a building
features,618,Green grass
features,619,Wall art
features,620,Green and brown colored objects
features,621,The sky
features,622,Top of a building
features,623,The sky
features,624,Wall art
features,625,Food
features,626,Mountains and valleys
features,627,Grass and flowers
features,628,Top of a building
features,629,Waterfalls
features,630,Buildings
features,631,Green and brown colored objects
features,632,Bright yellow colored objects
features,633,Grass and trees
features,634,Green grass
features,635,Lights
features,636,Top of a building
features,637,Windows and doors
features,638,Green and brown colored objects
features,639,Top of a building
features,640,Buildings
features,641,Diagonal lines
features,642,Landscapes
features,643,Brown colored objects
features,644,Areas of central focus
features,645,Green and brown colored objects
features,646,Landscapes
features,647,Diagonal lines
features,648,Nature
features,649,Top of a building
features,650,Top of a building
features,651,Plants
features,652,Walls
features,653,Areas around items of central focus and edges
features,654,Bookcases
features,655,Landscapes
features,656,Trees
features,657,Circular objects
features,658,Black and white colored objects
features,659,Landscapes
features,660,"Water, building, people"
features,661,Walls
features,662,Buildings
features,663,Black and white colored objects
features,664,Green and brown colored objects
features,665,Columns
features,666,Areas with straight features
features,667,Buildings and plants
features,668,The ground
features,669,Windows
features,670,Buildings and trees
features,671,Vertical lines
features,672,Lights
features,673,Areas around items of central focus and edges
features,674,Diagonal lines
features,675,Vertical lines
features,676,Green and brown colored objects
features,677,Grass and people
features,678,Areas on the sides of items
features,679,Views of the mountaintop
features,680,White colored object with black border
features,681,Structures and landscapes
features,682,Buildings
features,683,Buildings
features,684,Vertical lines
features,685,Green and brown colored objects
features,686,Green and brown colored objects
features,687,"Building, people"
features,688,Nature
features,689,Top of a building
features,690,Lights
features,691,Trees
features,692,Walls and the sky
features,693,Regions with straight features
features,694,Corners of different places
features,695,Diagonal lines
features,696,Plants
features,697,Buildings
features,698,Nature
features,699,Black and white colored objects
features,700,Top of a building
features,701,Columns
features,702,Sign boards with text in it
features,703,Colorful items
features,704,Poles
features,705,Windows
features,706,Areas of central focus
features,707,Lights
features,708,Top of a building
features,709,Buildings and water
features,710,Black and white colored objects
features,711,Buildings
features,712,"Water, trees, people"
features,713,Heads of peoples
features,714,Black and white colored objects
features,715,Trees
features,716,Top of a building
features,717,Green grass
features,718,Items of central focus
features,719,Green and brown colored objects
features,720,Top of a building
features,721,Windows
features,722,Top of a building
features,723,Corners of different places
features,724,Buildings
features,725,Colorful items
features,726,Diagonal lines
features,727,Vertical lines
features,728,Items of central focus
features,729,Black and white colored objects
features,730,Bright yellow colored objects
features,731,Green grass
features,732,Sunsets
features,733,Vertical lines
features,734,Regions with straight features
features,735,Plants
features,736,Top of a building
features,737,Windows
features,738,Plants
features,739,Buildings and shelves
features,740,Buildings and people
features,741,Buildings
features,742,Top of a building
features,743,Top of a building
features,744,Trees
features,745,Green grass
features,746,"Water, trees, people"
features,747,Buildings
features,748,Green and brown colored objects
features,749,Buildings
features,750,Black and white colored objects
features,751,Plants
features,752,Lights
features,753,Plants
features,754,Top of a building
features,755,Items of central focus
features,756,Black and white colored objects
features,757,Green and brown colored objects
features,758,Top of a building
features,759,Horizontal lines
features,760,Green and brown colored objects
features,761,The ground
features,762,Structures and landscapes
features,763,Buildings
features,764,Green and brown colored objects
features,765,The ground
features,766,Regions with straight features
features,767,Views of the mountaintop
features,768,Bright yellow colored objects
features,769,"Building, people"
features,770,Green and brown colored objects
features,771,Black and white colored objects
features,772,Buildings
features,773,Water
features,774,Circular items
features,775,Top of a building
features,776,Structures and landscapes
features,777,Outdoor landscapes
features,778,Black and white colored objects
features,779,Green and brown colored objects
features,780,Green and brown colored objects
features,781,Buildings
features,782,Green grass
features,783,Items of central focus
features,784,Nature
features,785,Buildings
features,786,Items of central focus
features,787,Green and brown colored objects
features,788,Ice
features,789,Buildings
features,790,Buildings
features,791,Structures and landscapes
features,792,Items of central focus
features,793,Top of a building
features,794,Black and white colored objects
features,795,Items of central focus
features,796,Vertical lines
features,797,Diagonal lines
features,798,Top of a building
features,799,Sports stadiums
features,800,Areas of central focus
features,801,Top of a building
features,802,Red colored object with text
features,803,Bodies of water
features,804,Poles
features,805,Items of central focus
features,806,Poles
features,807,Stairs
features,808,Buildings
features,809,"Water, trees, building"
features,810,Top of a building
features,811,Pink colored objects
features,812,Plants
features,813,Top of a building
features,814,Green grass
features,815,Items of central focus
features,816,Regions with straight features
features,817,Green grass
features,818,Top of a building
features,819,Windows
features,820,"Building, people"
features,821,Plants
features,822,Vertical lines
features,823,Buildings
features,824,Top of a building
features,825,Trees
features,826,Head of people
features,827,Green and brown colored objects
features,828,Areas around items of central focus and edges
features,829,Wall art
features,830,Buildings
features,831,Colorful items
features,832,Windows
features,833,Green and brown colored objects
features,834,Structures and landscapes
features,835,Structures
features,836,Green and brown colored objects
features,837,Buildings
features,838,Bookcases
features,839,Buildings
features,840,Black and white colored objects
features,841,Black and white colored objects
features,842,Green and brown colored objects
features,843,Wall art
features,844,People
features,845,Green and brown colored objects
features,846,Green and brown colored objects
features,847,Buildings
features,848,Grass and trees
features,849,Plants
features,850,Lights
features,851,Trees
features,852,Black and white colored objects
features,853,Athletes
features,854,Green and brown colored objects
features,855,Black and white colored objects
features,856,Outdoor landscapes
features,857,Views of the mountaintop
features,858,Trees
features,859,Windows
features,860,Buildings
features,861,Vertical lines
features,862,Black and white colored objects
features,863,Bright yellow colored objects
features,864,Green and brown colored objects
features,865,Tops of buildings
features,866,Poles
features,867,Landscapes
features,868,Blue colored objects
features,869,Windows
features,870,The sky and trees
features,871,Red colored object with text
features,872,Buildings
features,873,Items of central focus
features,874,Windows
features,875,Green and brown colored objects
features,876,Top of a building
features,877,Green and brown colored objects
features,878,Green and brown colored objects
features,879,Buildings
features,880,Black and white colored objects
features,881,Buildings
features,882,Head of people
features,883,Horizontal lines
features,884,Windows
features,885,Trees
features,886,Green grass
features,887,Buildings
features,888,Green and brown colored objects
features,889,People
features,890,Nature
features,891,Top of a building
features,892,Green and brown colored objects
features,893,Buildings
features,894,Black and white colored objects
features,895,"Building, people"
features,896,Green and brown colored objects
features,897,Water
features,898,Items of central focus
features,899,Green and brown colored objects
features,900,Buildings and water
features,901,Colorful items
features,902,Nature
features,903,Circular objects
features,904,Buildings
features,905,Items of central focus
features,906,Lights
features,907,Bright yellow colored objects
features,908,Structures
features,909,Areas around central items
features,910,Windows
features,911,Bright yellow colored objects
features,912,Items of central focus
features,913,Regions with straight features
features,914,Old buildings
features,915,Circular objects
features,916,Red and white colored objects
features,917,Nature
features,918,Top of a building
features,919,The ground
features,920,Corners of different places
features,921,Top of a building
features,922,Green and brown colored objects
features,923,Green and brown colored objects
features,924,Orange and red walls
features,925,Poles
features,926,Ice
features,927,Items of central focus
features,928,Black and white colored objects
features,929,Top of a building
features,930,Black and white colored objects
features,931,Buildings
features,932,Ice cream and flowers
features,933,Doors and windows
features,934,Landscapes
features,935,Top of a building
features,936,Nature
features,937,Green grass
features,938,Top of a building
features,939,Green grass
features,940,Buildings
features,941,Bright lights
features,942,Brown colored objects
features,943,Structures and landscapes
features,944,Plants
features,945,Landscapes
features,946,"Building, sky"
features,947,Buildings
features,948,Vibrant colors in pictures
features,949,Trees
features,950,Grass and flowers
features,951,Black and white colored objects
features,952,Regions with straight features
features,953,Buildings and books
features,954,Top of a building
features,955,Plants
features,956,Plants
features,957,Items of central focus
features,958,Poles
features,959,Green grass
features,960,Top of a building
features,961,Plants
features,962,Circular objects
features,963,Areas of central focus
features,964,Bright yellow colored objects
features,965,Water
features,966,Poles
features,967,Plants
features,968,Green grass
features,969,Black and white colored objects
features,970,Top of a building
features,971,Green and brown colored objects
features,972,Green and brown colored objects
features,973,Green grass
features,974,Green colored objects
features,975,Buildings
features,976,Buildings
features,977,Windows
features,978,Head of people
features,979,Windows
features,980,Items of central focus
features,981,Furniture
features,982,Poles
features,983,Vertical lines
features,984,Green and brown colored objects
features,985,Green and brown colored objects
features,986,Buildings
features,987,Poles and legs
features,988,Regions with straight features
features,989,Green grass
features,990,Windows
features,991,Green and brown colored objects
features,992,Windows
features,993,Items of central focus
features,994,Green grass
features,995,Top of a building
features,996,Red colored object with text
features,997,Faces of human beings
features,998,Vertical lines
features,999,The ground
features,1000,The sky
features,1001,Regions with straight features
features,1002,Green and brown colored objects
features,1003,Grass
features,1004,Regions with straight features
features,1005,Green and brown colored objects
features,1006,Vertical lines
features,1007,Landscapes
features,1008,Buildings
features,1009,Plants
features,1010,Lights
features,1011,Old buildings
features,1012,Bright yellow colored objects
features,1013,Landscapes
features,1014,Staircases
features,1015,Wall art
features,1016,Blue objects
features,1017,Colorful items
features,1018,Poles and legs
features,1019,Top of a building
features,1020,Top of a building
features,1021,Poles
features,1022,Top of a building
features,1023,Black and white colored objects
features,1024,Grass and trees
features,1025,Buildings
features,1026,Top of a building
features,1027,Green and brown colored objects
features,1028,Trees
features,1029,Diagonal lines
features,1030,Plants
features,1031,Items of central focus
features,1032,Poles
features,1033,Bright yellow colored objects
features,1034,"Building, people"
features,1035,Lights
features,1036,Black and white colored objects
features,1037,Trees
features,1038,Windows
features,1039,Green and brown colored objects
features,1040,Diagonal lines
features,1041,Nature
features,1042,Top of a building
features,1043,Buildings
features,1044,Flowers and flowers
features,1045,Green and brown colored objects
features,1046,"Building, sunset"
features,1047,Structures and landscapes
features,1048,Buildings
features,1049,Plants
features,1050,Trees
features,1051,Structures and landscapes
features,1052,White colored object with black border
features,1053,Flowers and flowers
features,1054,Poles and legs
features,1055,Trees
features,1056,Lights
features,1057,Green grass
features,1058,Poles
features,1059,Top of a building
features,1060,Green grass
features,1061,Nature
features,1062,Buildings
features,1063,Water
features,1064,Green grass
features,1065,Heads of peoples
features,1066,Trees
features,1067,"Water, grass, people"
features,1068,Top of a building
features,1069,Windows of a building
features,1070,The sky
features,1071,Buildings
features,1072,Sign boards with text in it
features,1073,Waterfalls
features,1074,Nature
features,1075,Waterfalls
features,1076,Views of the mountaintop
features,1077,Top of a building
features,1078,Top of a building
features,1079,Windows of a building
features,1080,Pathways
features,1081,Top of a building
features,1082,"Sky, trees, building"
features,1083,Green grass
features,1084,Wall art
features,1085,Views of the mountaintop
features,1086,Buildings
features,1087,Green and brown colored objects
features,1088,Wall art
features,1089,Vertical lines
features,1090,Green and brown colored objects
features,1091,Green and brown colored objects
features,1092,Landscapes
features,1093,Windows
features,1094,Top of a building
features,1095,Poles and legs
features,1096,Top of a building
features,1097,Water
features,1098,Water
features,1099,Waterfalls
features,1100,Landscapes
features,1101,Columns
features,1102,Buildings
features,1103,Black and white colored objects
features,1104,Lights
features,1105,Food
features,1106,Green grass
features,1107,Diagonal lines
features,1108,The ground
features,1109,Areas around central items
features,1110,Top of a building
features,1111,Sky and trees
features,1112,Food
features,1113,Green grass
features,1114,Green grass
features,1115,Green grass
features,1116,"Water, trees, people"
features,1117,Green grass
features,1118,Poles
features,1119,Plants
features,1120,Nature
features,1121,Green and brown colored objects
features,1122,Green grass
features,1123,Nature
features,1124,Plants
features,1125,Plants
features,1126,Views of the mountaintop
features,1127,Windows of a building
features,1128,Wall art
features,1129,Head of people
features,1130,Buildings and athletes
features,1131,Top of a building
features,1132,Plants
features,1133,People
features,1134,Top of a building
features,1135,Green grass
features,1136,Brown colored objects
features,1137,Green grass
features,1138,Plants
features,1139,Water
features,1140,Wall art
features,1141,Top of a building
features,1142,Items of central focus
features,1143,The ground
features,1144,Wall art
features,1145,Faces of human beings
features,1146,Sign boards with text in it
features,1147,Top of a building
features,1148,The ground
features,1149,Black and white colored objects
features,1150,Black and white colored objects
features,1151,Trees
features,1152,Nature
features,1153,Buildings
features,1154,Green and brown colored objects
features,1155,Food
features,1156,Grass and water
features,1157,Lights
features,1158,Vertical lines
features,1159,Trees
features,1160,Colorful items
features,1161,Top of a building
features,1162,Windows
features,1163,Walls
features,1164,Green grass
features,1165,Green grass
features,1166,Lights
features,1167,Green and brown colored objects
features,1168,Pink colored objects
features,1169,Vehicles
features,1170,Plants
features,1171,Windows
features,1172,Corners of different places
features,1173,Green grass
features,1174,Buildings
features,1175,Buildings
features,1176,Green and brown colored objects
features,1177,Food
features,1178,"Water, trees, people"
features,1179,Areas with straight features
features,1180,Green and brown colored objects
features,1181,"Water, grass, people"
features,1182,Black and white colored objects
features,1183,"Building, people"
features,1184,"Building, people"
features,1185,Poles
features,1186,Waterfalls
features,1187,"Water, trees, building"
features,1188,Top of a building
features,1189,Buildings
features,1190,Green and brown colored objects
features,1191,Wall art
features,1192,Black and white colored objects
features,1193,Water
features,1194,Top of a building
features,1195,Wall art
features,1196,Outdoor landscapes
features,1197,Landscapes
features,1198,Top of a building
features,1199,Faces of human beings
features,1200,Plants
features,1201,Plants
features,1202,Plants
features,1203,"Trees, people"
features,1204,Flowers and flowers
features,1205,Diagonal lines
features,1206,Diagonal lines
features,1207,Green grass
features,1208,Vertical lines
features,1209,Waterfalls
features,1210,Top of a building
features,1211,"Building, sky"
features,1212,Top of a building
features,1213,Top of a building
features,1214,Trees
features,1215,Flowers and flowers
features,1216,Windows
features,1217,Diagonal lines
features,1218,Green grass
features,1219,Poles
features,1220,Plants
features,1221,Wall art
features,1222,Green and brown colored objects
features,1223,Plants
features,1224,Windows
features,1225,Plants
features,1226,Flowers
features,1227,Nature
features,1228,Colorful items
features,1229,Green and brown colored objects
features,1230,Flowers and flowers
features,1231,"Building, people"
features,1232,People
features,1233,Plants
features,1234,Black and white colored objects
features,1235,Pink colored objects
features,1236,Green grass
features,1237,Green and brown colored objects
features,1238,Black and white colored objects
features,1239,Green grass
features,1240,Green grass
features,1241,Poles
features,1242,Green and brown colored objects
features,1243,Wall art
features,1244,Trees
features,1245,Mountains and valleys
features,1246,Trees
features,1247,Lights
features,1248,Waterfalls
features,1249,Green grass
features,1250,Buildings
features,1251,"Water, people"
features,1252,Nature
features,1253,Top of a building
features,1254,Black and white colored objects
features,1255,Landscapes
features,1256,Circular objects
features,1257,"Building, people"
features,1258,Green grass
features,1259,Green grass
features,1260,Plants
features,1261,Head of people
features,1262,Green and brown colored objects
features,1263,Windows
features,1264,Windows
features,1265,Sports fields
features,1266,Plants
features,1267,Regions with straight features
features,1268,Top of a building
features,1269,Buildings
features,1270,Lights
features,1271,Sports stadiums
features,1272,Trees
features,1273,Windows of a building
features,1274,Lights
features,1275,Top of a building
features,1276,Poles
features,1277,Corners of different places
features,1278,Circular objects
features,1279,Buildings
features,1280,Grass and trees
features,1281,Nature
features,1282,Walls
features,1283,Green grass
features,1284,Grass and water
features,1285,Grass and people
features,1286,Diagonal lines
features,1287,Trees
features,1288,The sky and walls
features,1289,Windows
features,1290,Top of a building
features,1291,Trees
features,1292,Poles
features,1293,Green grass
features,1294,Buildings
features,1295,Nature
features,1296,Food
features,1297,Black and white colored objects
features,1298,Diagonal lines
features,1299,Top of a building
features,1300,Black and white colored objects
features,1301,Areas around central items
features,1302,Black and white colored objects
features,1303,Windows
features,1304,Sports stadiums
