layer,unit,description
layer4,123,Similar color patterns
layer4,124,Living things
layer4,125,Faces of things
layer4,126,Faces of things
layer4,127,Dog heads
layer4,128,Regions with straight features
layer4,129,Items that are connected
layer4,130,The bottom of the objects
layer4,131,Chairs
layer4,132,Bugs
layer4,133,Birds
layer4,134,Parts of things
layer4,135,Bugs
layer4,136,Animals
layer4,137,Flames
layer4,138,Animals and circular objects
layer4,139,Regions with straight features
layer4,140,Furniture
layer4,141,Yellow areas in pictures
layer4,142,Birds
layer4,143,Eyes
layer4,144,Rounded edges in pictures
layer4,145,People and bottles
layer4,146,Animals
layer4,147,Lights
layer4,148,Faces of things
layer4,149,Birds
layer4,150,Items with circular features
layer4,151,Household objects
layer4,152,Animals
layer4,153,Dog heads
layer4,154,Items that are connected
layer4,155,Circles
layer4,156,Animals
layer4,157,Animals
layer4,158,Animals and food
layer4,159,Animals
layer4,160,The screens of computers
layer4,161,Living things
layer4,162,Diagonal lines
layer4,163,People and animals
layer4,164,Poles
layer4,165,Faces of things
layer4,166,The ground
layer4,167,Animals and circular objects
layer4,168,Water rising
layer4,169,Keyboards
layer4,170,Birds
layer4,171,Rounded edges in pictures
layer4,172,Animals
layer4,173,Animals
layer4,174,Items that are connected
layer4,175,Handles of mugs
layer4,176,Rounded edges in pictures
layer4,177,Wheels
layer4,178,Produce
layer4,179,Wheels
layer4,180,Amber objects
layer4,181,Items with designs
layer4,182,Birds
layer4,183,Text
layer4,184,People and water
layer4,185,Items with designs
layer4,186,Metal stick
layer4,187,The backs of animals
layer4,188,Keyboards
layer4,189,Animals and chains
layer4,190,Vehicles
layer4,191,Living things
layer4,192,White areas
layer4,193,The blue sky
layer4,194,Regions with straight features
layer4,195,Hands
layer4,196,Similar color patterns
layer4,197,Vertical line patterns
layer4,198,Clothes
layer4,199,Insects
layer4,200,Colorful objects that are red
layer4,201,Edges of objects
layer4,202,Grass
layer4,203,Cylindrical objects
layer4,204,Green grass
layer4,205,Stripes
layer4,206,Round objects
layer4,207,Living things
layer4,208,Edges of objects
layer4,209,"Insects, spiders"
layer4,210,Rounded objects
layer4,211,The top of the objects
layer4,212,Handles of mugs
layer4,213,Animals
layer4,214,Living things
layer4,215,Round objects
layer4,216,Hinges of objects
layer4,217,Animals
layer4,218,Living things
layer4,219,People and clothes
layer4,220,Round objects
layer4,221,Green balls
layer4,222,Spotted areas in pictures
layer4,223,Items with designs
layer4,224,Rectangular objects
layer4,225,Animals and circular objects
layer4,226,Mountains
layer4,227,Round objects
layer4,228,Dogs
layer4,229,Rounded edges in pictures
layer4,230,Living things
layer4,231,Hands of people
layer4,232,Animals
layer4,233,Round objects
layer4,234,Black and white objects
layer4,235,Red areas in picture
layer4,236,Clothes
layer4,237,Animals
layer4,238,Wooden instruments
layer4,239,Guitars
layer4,240,People and dogs
layer4,241,Clothing
layer4,242,Faces of dogs
layer4,243,Circles
layer4,244,Dog ears
layer4,245,Birds
layer4,246,Living things
layer4,247,Rounded edges in pictures
layer4,248,Clocks
layer4,249,Animals
layer4,250,Rocks in pictures
layer4,251,Faces of animals
layer4,252,Musical instruments
layer4,253,Spotted areas in pictures
layer4,254,Living things
layer4,255,Items that are connected
layer4,256,Animals
layer4,257,Food
layer4,258,The tops of buildings
layer4,259,Living things
layer4,260,Hands of people
layer4,261,Round objects
layer4,262,Vertical line patterns
layer4,263,Animals
layer4,264,Animals
layer4,265,Items with straight features
layer4,266,Dogs
layer4,267,Containers and bottles
layer4,268,Black and white
layer4,269,Animals and circular objects
layer4,270,Clothes
layer4,271,Dogs
layer4,272,Small balls
layer4,273,Nothing
layer4,274,Mouths
layer4,275,Faces of things
layer4,276,Living things
layer4,277,Water sources
layer4,278,Animals
layer4,279,Faces
layer4,280,Dogs
layer4,281,Regions with straight features
layer4,282,Faces of dogs
layer4,283,The ground
layer4,284,Living things
layer4,285,Animals
layer4,286,Animals and circular objects
layer4,287,People holding objects
layer4,288,Items that are connected
layer4,289,Animals and people
layer4,290,Edges of objects
layer4,291,Clothing
layer4,292,Animals
layer4,293,Animals
layer4,294,Flames
layer4,295,Objects with holes in them
layer4,296,Rectangular objects
layer4,297,Animals
layer4,298,Wheels
layer4,299,Items with designs
layer4,300,The right side of a object
layer4,301,Animals
layer4,302,Necks of birds
layer4,303,"Windows, tiles and blankets"
layer4,304,Animals and ground
layer4,305,Living things
layer4,306,Round objects
layer4,307,Diagonal lines
layer4,308,Yellow areas
layer4,309,Animals
layer4,310,Living things
layer4,311,Animals
layer4,312,Regions with straight features
layer4,313,Birds and butterflies
layer4,314,Animals and circular objects
layer4,315,Water sources
layer4,316,Animals
layer4,317,Faces of things
layer4,318,Animals
layer4,319,Metal instruments
layer4,320,Items with straight features
layer4,321,Birds
layer4,322,Round objects
layer4,323,Dogs
layer4,324,Living things
layer4,325,Shower caps
layer4,326,Round objects
layer4,327,Handles of mugs
layer4,328,Birds
layer4,329,Poles
layer4,330,Wheels
layer4,331,Food
layer4,332,"Chains, instruments and instruments"
layer4,333,Animals
layer4,334,Flames
layer4,335,Similar color patterns
layer4,336,Animals and circular objects
layer4,337,Flames
layer4,338,Rounded edges in pictures
layer4,339,Living things
layer4,340,Colorful objects that are red
layer4,341,Chairs
layer4,342,Faces of things
layer4,343,Hands
layer4,344,Birds
layer4,345,Animal faces
layer4,346,Animals
layer4,347,Cylindrical objects
layer4,348,Round objects
layer4,349,The blue sky
layer4,350,Living things
layer4,351,Faces of things
layer4,352,Animals
layer4,353,Pink and pink
layer4,354,Faces of things
layer4,355,Food
layer4,356,White dogs
layer4,357,Green areas in picture
layer4,358,Animals
layer4,359,Round objects
layer4,360,Hooks of objects
layer4,361,Curved lines
layer4,362,Clocks and odometer
layer4,363,Objects with ridges
layer4,364,Clothing
layer4,365,Items that are connected
layer4,366,Rounded edges in pictures
layer4,367,Faces
layer4,368,Hinges of objects
layer4,369,Faces of animals
layer4,370,Green areas in picture
layer4,371,Faces of animals
layer4,372,Animals
layer4,373,Hinges
layer4,374,Fences and rails
layer4,375,Animals
layer4,376,Wooden objects
layer4,377,Wooden instruments
layer4,378,Animals
layer4,379,Birds
layer4,380,Round objects
layer4,381,Regions with straight features
layer4,382,Regions with straight features
layer4,383,Items with straight features
layer4,384,Faces of dogs
layer4,385,People and water
layer4,386,Animals and circular objects
layer4,387,Beaks of birds
layer4,388,Human hands
layer4,389,Edges of objects
layer4,390,Animals
layer4,391,Items with circular features
layer4,392,Objects with ridges
layer4,393,Fences
layer4,394,Vehicles
layer4,395,Blue arches
layer4,396,Green objects
layer4,397,Hands of people
layer4,398,Jellyfish in pictures
layer4,399,Animals
layer4,400,Green areas in picture
layer4,401,Faces and objects that resemble them
layer4,402,Dog heads
layer4,403,Black and white objects
layer4,404,Regions with straight features
layer4,405,Bottles
layer4,406,Faces of things
layer4,407,Dog heads
layer4,408,Circular objects
layer4,409,Animals and people
layer4,410,Animals
layer4,411,Living things
layer4,412,Metal objects
layer4,413,Chairs
layer4,414,Fur of animals
layer4,415,Animals
layer4,416,Edges of objects
layer4,417,Butterflies
layer4,418,Dog heads
layer4,419,Striped and diamond
layer4,420,Brown animals
layer4,421,Animals
layer4,422,Birds
layer4,423,Hinges
layer4,424,Animals in pictures
layer4,425,Dogs
layer4,426,Areas of green
layer4,427,Animals and vehicles
layer4,428,Rounded edges in pictures
layer4,429,Faces of things
layer4,430,Musical instruments
layer4,431,Diagonal lines
layer4,432,Animals
layer4,433,Brown dogs
layer4,434,Animals
layer4,435,Faces of things
layer4,436,Rounded edges in pictures
layer4,437,"Animal, food"
layer4,438,Items with designs
layer4,439,Animals and circular objects
layer4,440,Piggy banks
layer4,441,Birds
layer4,442,Hands of people
layer4,443,Living things
layer4,444,Items that are connected
layer4,445,Animals
layer4,446,Furniture
layer4,447,Arches or arches
layer4,448,Birds
layer4,449,Pink and pink
layer4,450,Text
layer4,451,Animals
layer4,452,Faces of things
layer4,453,Poles
layer4,454,Blue and white objects
layer4,455,Light reflections
layer4,456,Vehicles
layer4,457,Clothes
layer4,458,Clothes
layer4,459,Living things
layer4,460,Living things
layer4,461,Birds
layer4,462,Items that are curved
layer4,463,Animals
layer4,464,Wooden instruments
layer4,465,The backs of animals
layer4,466,Insects
layer4,467,The backs of animals
layer4,468,Shower caps
layer4,469,Butterfly
layer4,470,Bugs
layer4,471,Animals
layer4,472,Cylindrical objects
layer4,473,Animal heads
layer4,474,Dogs
layer4,475,"Chains, instruments and instruments"
layer4,476,Birds
layer4,477,Items with circular features
layer4,478,Animals
layer4,479,Human faces
layer4,480,Boats
layer4,481,Faces of things
layer4,482,Cylindrical objects
layer4,483,Animals
layer4,484,Furniture
layer4,485,Dogs
layer4,486,Birds
layer4,487,Living things
layer4,488,Areas of green
layer4,489,Animals
layer4,490,Food
layer4,491,Regions with straight features
layer4,492,Living things
layer4,493,Animals
layer4,494,Faces of dogs
layer4,495,Human faces
layer4,496,Similar patterns
layer4,497,Black and white animals
layer4,498,Human faces
layer4,499,Animals and chains
layer4,500,Cylindrical objects
layer4,501,Items with designs
layer4,502,Items with designs
layer4,503,Clocks and clocks
layer4,504,Birds and butterflies
layer4,505,Items with designs
layer4,506,Hands
layer4,507,"Insects, spiders"
layer4,508,Birds and towers
layer4,509,Water sources
layer4,510,The ocean
layer4,511,Birds
