layer,unit,description
avgpool,266,Cars
avgpool,267,"Building, windows"
avgpool,268,Grass and flowers
avgpool,269,Top of a building
avgpool,270,People
avgpool,271,Cars and planes
avgpool,272,Trees
avgpool,273,Poles
avgpool,274,Outdoor landscapes
avgpool,275,Trees
avgpool,276,Vertical lines
avgpool,277,Windows
avgpool,278,Green and brown colored objects
avgpool,279,Nature
avgpool,280,Green grass
avgpool,281,Orange and red objects
avgpool,282,Sport activity
avgpool,283,"Building, sky"
avgpool,284,Items of central focus
avgpool,285,Items of central focus
avgpool,286,Pools
avgpool,287,Trees
avgpool,288,Top of a building
avgpool,289,Diagonal lines
avgpool,290,Buildings
avgpool,291,Pools
avgpool,292,Plants
avgpool,293,People
avgpool,294,Green grass
avgpool,295,Green and brown colored objects
avgpool,296,Windows
avgpool,297,Green grass
avgpool,298,Buildings
avgpool,299,Heads of peoples
avgpool,300,Black and white colored objects
avgpool,301,Poles and legs
avgpool,302,People
avgpool,303,Windows and doors
avgpool,304,Sign boards with text in it
avgpool,305,Landscapes
avgpool,306,Plants
avgpool,307,Head of people
avgpool,308,"Building, people"
avgpool,309,Bright lights
avgpool,310,Ice
avgpool,311,Windows
avgpool,312,Structures and landscapes
avgpool,313,Diagonal lines
avgpool,314,Green grass
avgpool,315,Buildings
avgpool,316,Mountains and valleys
avgpool,317,Buildings
avgpool,318,Top of a building
avgpool,319,Top of a building
avgpool,320,Plants
avgpool,321,"Water, trees, building"
avgpool,322,Plants
avgpool,323,Trees
avgpool,324,Windows
avgpool,325,Water
avgpool,326,Red and white colored objects
avgpool,327,Athletes
avgpool,328,Head of people
avgpool,329,Top of a building
avgpool,330,Nature
avgpool,331,Regions with straight features
avgpool,332,Nature
avgpool,333,Furniture
avgpool,334,"Water, trees, people"
avgpool,335,Buildings
avgpool,336,Plants
avgpool,337,Items of central focus
avgpool,338,Green and brown colored objects
avgpool,339,Signs
avgpool,340,Stairs
avgpool,341,Plants
avgpool,342,Landscapes
avgpool,343,Plants
avgpool,344,Cars and grass
avgpool,345,"Building, sky"
avgpool,346,Black and white colored objects
avgpool,347,Tables
avgpool,348,The ground
avgpool,349,Head of people
avgpool,350,Windows
avgpool,351,Diagonal lines
avgpool,352,Landscapes
avgpool,353,Lights and strawberries
avgpool,354,Structures
avgpool,355,Cars and planes
avgpool,356,People
avgpool,357,Black and white colored objects
avgpool,358,Black and white colored objects
avgpool,359,Buildings
avgpool,360,Buildings
avgpool,361,Buildings
avgpool,362,Trees
avgpool,363,Top of a building
avgpool,364,Structures
avgpool,365,Circular objects
avgpool,366,Flowers and flowers
avgpool,367,Red colored object with text
avgpool,368,People
avgpool,369,Windows
avgpool,370,Black and white colored objects
avgpool,371,Towers
avgpool,372,Buildings
avgpool,373,Pools
avgpool,374,Nature
avgpool,375,Top of a building
avgpool,376,People
avgpool,377,Bookcases
avgpool,378,"Trees, water, people"
avgpool,379,Water
avgpool,380,People and animals
avgpool,381,Red colored object with text
avgpool,382,The ground
avgpool,383,Windows
avgpool,384,Buildings
avgpool,385,Green and brown colored objects
avgpool,386,Structures and landscapes
avgpool,387,Top of a building
avgpool,388,Top of a building
avgpool,389,Walls
avgpool,390,Corners of different places
avgpool,391,Trees
avgpool,392,Plants
avgpool,393,Poles
avgpool,394,Circular objects
avgpool,395,Diagonal lines
avgpool,396,Legs
avgpool,397,Buildings
avgpool,398,Poles
avgpool,399,Lights
avgpool,400,Poles
avgpool,401,Poles
avgpool,402,The sky
avgpool,403,Lights
avgpool,404,Plants
avgpool,405,Green and brown colored objects
avgpool,406,People
avgpool,407,Shelves
avgpool,408,Buildings
avgpool,409,Buildings
avgpool,410,Colorful items
avgpool,411,Green grass
avgpool,412,Poles
avgpool,413,Lights
avgpool,414,Food
avgpool,415,Windows
avgpool,416,Ice
avgpool,417,Water
avgpool,418,Diagonal lines
avgpool,419,Windows
avgpool,420,Landscapes
avgpool,421,Diagonal lines
avgpool,422,Buildings
avgpool,423,Items of central focus
avgpool,424,Green and brown colored objects
avgpool,425,Colorful items
avgpool,426,Top of a building
avgpool,427,Columns
avgpool,428,Regions with straight features
avgpool,429,Cars and planes
avgpool,430,Diagonal lines
avgpool,431,Green and brown colored objects
avgpool,432,Arches
avgpool,433,Bright yellow colored objects
avgpool,434,"Water, trees, people"
avgpool,435,Green grass
avgpool,436,Windows
avgpool,437,A windmill farm
avgpool,438,Top of a building
avgpool,439,Green and brown colored objects
avgpool,440,Buses
avgpool,441,Top of a building
avgpool,442,Green grass
avgpool,443,Landscapes
avgpool,444,Top of a building
avgpool,445,Lights
avgpool,446,People
avgpool,447,Landscapes
avgpool,448,People 's legs
avgpool,449,Outdoor landscapes
avgpool,450,Trees and people
avgpool,451,Buildings
avgpool,452,Items of central focus
avgpool,453,Poles and legs
avgpool,454,Bookcases
avgpool,455,Blue colored objects
avgpool,456,Nature
avgpool,457,Windows
avgpool,458,Items of central focus
avgpool,459,Windows
avgpool,460,Athletes
avgpool,461,Diagonal lines
avgpool,462,Poles and legs
avgpool,463,Trees
avgpool,464,Green grass
avgpool,465,Areas around a central focus
avgpool,466,Buildings
avgpool,467,Lights
avgpool,468,Buildings
avgpool,469,Trees
avgpool,470,Green and brown colored objects
avgpool,471,"Water, people"
avgpool,472,Bright yellow colored objects
avgpool,473,Poles
avgpool,474,"Building, sky"
avgpool,475,Diagonal lines
avgpool,476,Landscapes
avgpool,477,Pools
avgpool,478,"Nature, building"
avgpool,479,Walls
avgpool,480,Walls
avgpool,481,Green and brown colored objects
avgpool,482,"Food, people"
avgpool,483,Vertical lines
avgpool,484,Corners of different places
avgpool,485,Plants
avgpool,486,Diagonal lines
avgpool,487,Buses
avgpool,488,Buildings
avgpool,489,Food
avgpool,490,Green grass
avgpool,491,Top of a building
avgpool,492,Poles
avgpool,493,Poles
avgpool,494,People
avgpool,495,Mountain
avgpool,496,Top of a building
avgpool,497,Landscapes
avgpool,498,Poles
avgpool,499,Plants
avgpool,500,Poles
avgpool,501,Lights
avgpool,502,Plants
avgpool,503,Landscapes
avgpool,504,Green grass
avgpool,505,Buildings
avgpool,506,Food
avgpool,507,Top of a building
avgpool,508,Buildings
avgpool,509,Windows
avgpool,510,Diagonal lines
avgpool,511,Sports fields
avgpool,512,Green and brown colored objects
avgpool,513,Vertical lines
avgpool,514,Buildings
avgpool,515,Diagonal lines
avgpool,516,Vertical lines
avgpool,517,Buildings
avgpool,518,Green grass
avgpool,519,Gray colored objects
avgpool,520,Top of a building
avgpool,521,Items of central focus
avgpool,522,Black and white colored objects
avgpool,523,People
avgpool,524,Lights
avgpool,525,Buildings
avgpool,526,Buildings
avgpool,527,Grass fields
avgpool,528,Diagonal lines
avgpool,529,Poles and legs
avgpool,530,Green grass
avgpool,531,Top of a building
avgpool,532,Windows
avgpool,533,Items of central focus
avgpool,534,People 's legs
avgpool,535,Green and brown colored objects
avgpool,536,Green and brown colored objects
avgpool,537,Regions with straight features
avgpool,538,Buildings
avgpool,539,Green grass
avgpool,540,Circular objects
avgpool,541,Vertical lines
avgpool,542,Green grass
avgpool,543,Food
avgpool,544,Blue sky and white clouds
avgpool,545,Buildings
avgpool,546,Windows
avgpool,547,Poles
avgpool,548,Shelving
avgpool,549,Nature
avgpool,550,Buildings
avgpool,551,Poles
avgpool,552,Buildings
avgpool,553,Items of central focus
avgpool,554,Buildings
avgpool,555,Items of central focus
avgpool,556,Diagonal lines
avgpool,557,Top of a building
avgpool,558,Plants
avgpool,559,Buildings
avgpool,560,Four corners of a pizza
avgpool,561,Buildings
avgpool,562,People
avgpool,563,Poles
avgpool,564,Regions with straight features
avgpool,565,Grass
avgpool,566,Nature
avgpool,567,Windows
avgpool,568,Green and brown colored objects
avgpool,569,Windows
avgpool,570,Windows
avgpool,571,Plants
avgpool,572,Corners of different places
avgpool,573,Doors and windows
avgpool,574,Plants
avgpool,575,Top of a building
avgpool,576,Diagonal lines
avgpool,577,Windows
avgpool,578,Head of people
avgpool,579,Heads
avgpool,580,Mountains and valleys
avgpool,581,Poles
avgpool,582,Regions with straight features
avgpool,583,Colorful items
avgpool,584,Furniture
avgpool,585,The sky and the ground
avgpool,586,Trees
avgpool,587,Windows
avgpool,588,Green and brown colored objects
avgpool,589,Trees
avgpool,590,Top of a building
avgpool,591,Poles
avgpool,592,Buildings
avgpool,593,Black and white colored objects
avgpool,594,Items of central focus
avgpool,595,Windows
avgpool,596,Plants
avgpool,597,Red colored object with text
avgpool,598,"Water, sky, people"
avgpool,599,Trees
avgpool,600,Head of people
avgpool,601,Green grass
avgpool,602,Top of a building
avgpool,603,Blue colored objects
avgpool,604,Black and white colored objects
avgpool,605,"Building, people"
avgpool,606,Green and brown colored objects
avgpool,607,Faces of human beings
avgpool,608,Trees
avgpool,609,Black and white colored objects
avgpool,610,Green grass
avgpool,611,Head of people
avgpool,612,Bookcases
avgpool,613,Diagonal lines
avgpool,614,Red colored object with text
avgpool,615,Garage doors
avgpool,616,Items with patterns
avgpool,617,People
avgpool,618,Top of a building
avgpool,619,Plants
avgpool,620,Arches
avgpool,621,Nature
avgpool,622,Windows
avgpool,623,Green and brown colored objects
avgpool,624,Buildings
avgpool,625,"Sky, trees, people"
avgpool,626,Trees
avgpool,627,Nature
avgpool,628,People
avgpool,629,Green and brown colored objects
avgpool,630,Windows
avgpool,631,Nature
avgpool,632,Windows
avgpool,633,Buildings
avgpool,634,Buildings
avgpool,635,Water
avgpool,636,Nature
avgpool,637,Lights
avgpool,638,The ground
avgpool,639,Sign boards with text in it
avgpool,640,Food
avgpool,641,Items of central focus
avgpool,642,Circular objects
avgpool,643,Windows
avgpool,644,People
avgpool,645,Plants
avgpool,646,Black and white colored objects
avgpool,647,Windows
avgpool,648,Bright yellow colored objects
avgpool,649,Items of central focus
avgpool,650,Trees
avgpool,651,Bookcases
avgpool,652,Green and brown colored objects
avgpool,653,Plants
avgpool,654,Nature
avgpool,655,Black and white colored objects
avgpool,656,Green grass
avgpool,657,Items of central focus
avgpool,658,Athletes
avgpool,659,Trees
avgpool,660,Black and white colored objects
avgpool,661,Columns
avgpool,662,Green and brown colored objects
avgpool,663,People
avgpool,664,Flowers and flowers
avgpool,665,Lights
avgpool,666,Buildings
avgpool,667,Columns
avgpool,668,Food
avgpool,669,Planes and planes
avgpool,670,Buildings
avgpool,671,Nature
avgpool,672,Fences and grass
avgpool,673,Bright yellow colored objects
avgpool,674,Red colored object with text
avgpool,675,Buildings
avgpool,676,The ground
avgpool,677,Green grass
avgpool,678,Circular objects
avgpool,679,Diagonal lines
avgpool,680,Plants
avgpool,681,"Building, people"
avgpool,682,Furniture
avgpool,683,The ground
avgpool,684,Head of people
avgpool,685,Windows
avgpool,686,Top of a building
avgpool,687,Regions with straight features
avgpool,688,Lights
avgpool,689,Top of a building
avgpool,690,Lights
avgpool,691,Landscapes
avgpool,692,Red and white colored objects
avgpool,693,Nature
avgpool,694,Green and brown colored objects
avgpool,695,Trees
avgpool,696,Corners of different places
avgpool,697,Crowds and people
avgpool,698,People
avgpool,699,Mountains and valleys
avgpool,700,People
avgpool,701,The ground
avgpool,702,Windows
avgpool,703,Items of central focus
avgpool,704,Vertical lines
avgpool,705,Green grass
avgpool,706,Circular objects
avgpool,707,Nature
avgpool,708,Athletes
avgpool,709,Walls
avgpool,710,Circular objects
avgpool,711,Vertical lines
avgpool,712,Windows
avgpool,713,Landscapes
avgpool,714,Vertical lines
avgpool,715,Items of central focus
avgpool,716,Diagonal lines
avgpool,717,Vertical lines
avgpool,718,Buildings
avgpool,719,Faces of human beings
avgpool,720,Circular objects
avgpool,721,Diagonal lines
avgpool,722,Landscapes
avgpool,723,Grass and water
avgpool,724,People
avgpool,725,Green grass
avgpool,726,Bookcases
avgpool,727,Green grass
avgpool,728,Top of a building
avgpool,729,Buildings
avgpool,730,People
avgpool,731,Lights
avgpool,732,Buildings
avgpool,733,Poles
avgpool,734,Buildings
avgpool,735,Top of a building
avgpool,736,Trees
avgpool,737,Vertical lines
avgpool,738,People
avgpool,739,Items of central focus
avgpool,740,Buildings
avgpool,741,Food
avgpool,742,Plants
avgpool,743,Green grass
avgpool,744,White colored object with black border
avgpool,745,Diagonal lines
avgpool,746,Diagonal lines
avgpool,747,Landscapes
avgpool,748,Buildings
avgpool,749,Food
avgpool,750,Head of people
avgpool,751,Stairs
avgpool,752,Nature
avgpool,753,Towers
avgpool,754,Sky and trees
avgpool,755,Top of a building
avgpool,756,Green and brown colored objects
avgpool,757,Green grass
avgpool,758,Bright yellow colored objects
avgpool,759,Waterfalls
avgpool,760,"Building, people"
avgpool,761,Windows
avgpool,762,Buildings
avgpool,763,Sign boards with text in it
avgpool,764,Windows
avgpool,765,Trees
avgpool,766,Lights
avgpool,767,Dining room
avgpool,768,Green grass
avgpool,769,Windows
avgpool,770,Buildings
avgpool,771,Trees
avgpool,772,Pools
avgpool,773,Arches
avgpool,774,Buildings
avgpool,775,"Door, door"
avgpool,776,Nature
avgpool,777,The ground
avgpool,778,Waterfalls
avgpool,779,Cars and water
avgpool,780,Buildings
avgpool,781,Windows
avgpool,782,Buildings
avgpool,783,Buildings
avgpool,784,Landscapes
avgpool,785,Green grass
avgpool,786,Sky and trees
avgpool,787,Top of a building
avgpool,788,Heads
avgpool,789,Windows
avgpool,790,Nature
avgpool,791,Windows
avgpool,792,Walls
avgpool,793,Diagonal lines
avgpool,794,Items of central focus
avgpool,795,Green grass
avgpool,796,Views of the mountaintop
avgpool,797,Waterfalls
avgpool,798,Gray colored objects
avgpool,799,Green grass
avgpool,800,Items of central focus
avgpool,801,Columns
avgpool,802,Plants
avgpool,803,Buildings
avgpool,804,Windows
avgpool,805,Plants
avgpool,806,Vertical lines
avgpool,807,Colorful items
avgpool,808,Garage doors and windows
avgpool,809,Items with patterns
avgpool,810,Walls
avgpool,811,Top of a building
avgpool,812,Walkways
avgpool,813,Green grass
avgpool,814,Buildings
avgpool,815,The ground
avgpool,816,Top of a building
avgpool,817,Pink colored objects
avgpool,818,Old buildings
avgpool,819,Yellow and blue colored objects
avgpool,820,Windows
avgpool,821,Green grass
avgpool,822,Green and brown colored objects
avgpool,823,Furniture
avgpool,824,Windows and doors
avgpool,825,People and trees
avgpool,826,Vertical lines
avgpool,827,Signs and buildings
avgpool,828,People
avgpool,829,"Water, trees, building"
avgpool,830,Waterfalls
avgpool,831,Landscapes
avgpool,832,Black and white colored objects
avgpool,833,Lights
avgpool,834,People
avgpool,835,Buildings
avgpool,836,Vertical lines
avgpool,837,Green grass
avgpool,838,The ground
avgpool,839,Furniture
avgpool,840,Grass and trees
avgpool,841,Buildings
avgpool,842,Furniture
avgpool,843,Legs
avgpool,844,Buildings
avgpool,845,Trees and people
avgpool,846,Windows
avgpool,847,People
avgpool,848,Plants
avgpool,849,Items of central focus
avgpool,850,Landscapes
avgpool,851,Windows
avgpool,852,Green grass
avgpool,853,Structures and landscapes
avgpool,854,Water
avgpool,855,Green grass
avgpool,856,Archways
avgpool,857,Windows
avgpool,858,Buildings
avgpool,859,Areas around items of central focus and edges
avgpool,860,Green and brown colored objects
avgpool,861,Nature
avgpool,862,Lights
avgpool,863,Buses
avgpool,864,Water
avgpool,865,Buildings
avgpool,866,The color white
avgpool,867,People
avgpool,868,Red and white colored objects
avgpool,869,"Water, trees, people"
avgpool,870,Buildings
avgpool,871,Circular objects
avgpool,872,Red and white colored objects
avgpool,873,Windows of a building
avgpool,874,Brown colored objects
avgpool,875,Green and brown colored objects
avgpool,876,Buildings
avgpool,877,Areas with straight features
avgpool,878,Green grass
avgpool,879,Buildings
avgpool,880,Crowds
avgpool,881,Vertical lines
avgpool,882,Lights
avgpool,883,Areas with straight features
avgpool,884,Landscapes
avgpool,885,Diagonal lines
avgpool,886,Landscapes
avgpool,887,"Water, sky, people"
avgpool,888,Bookcases
avgpool,889,Poles
avgpool,890,Buildings
avgpool,891,People
avgpool,892,Buildings
avgpool,893,Green grass
avgpool,894,People 's legs
avgpool,895,People
avgpool,896,Items of central focus
avgpool,897,Landscapes
avgpool,898,Plants
avgpool,899,Windows
avgpool,900,Bright yellow colored objects
avgpool,901,Top of a building
avgpool,902,The sky and screens
avgpool,903,Windows
avgpool,904,Nature
avgpool,905,People
avgpool,906,Items of central focus
avgpool,907,"The sky, trees, building"
avgpool,908,Top of a building
avgpool,909,Top of a building
avgpool,910,Items of central focus
avgpool,911,Walls
avgpool,912,Green grass
avgpool,913,People
avgpool,914,Balls and balloons
avgpool,915,Items of central focus
avgpool,916,Waterfalls
avgpool,917,Waterfalls
avgpool,918,Trees and crowds
avgpool,919,Windows
avgpool,920,Buildings
avgpool,921,Trees
avgpool,922,Horizontal lines
avgpool,923,Vertical lines
avgpool,924,People
avgpool,925,Buildings
avgpool,926,Buildings
avgpool,927,Nature
avgpool,928,Furniture
avgpool,929,Plants
avgpool,930,Top of a building
avgpool,931,Nature
avgpool,932,Buildings
avgpool,933,Buildings
avgpool,934,Top of a building
avgpool,935,People
avgpool,936,Nature
avgpool,937,Green grass
avgpool,938,Trees
avgpool,939,People
avgpool,940,Nature
avgpool,941,People
avgpool,942,Green and brown colored objects
avgpool,943,Vertical lines
avgpool,944,Buildings
avgpool,945,Windows
avgpool,946,Plants
avgpool,947,"Building, people"
avgpool,948,Poles
avgpool,949,Windows
avgpool,950,Top of a building
avgpool,951,Black and white colored objects
avgpool,952,Cars and buildings
avgpool,953,Food
avgpool,954,Trees
avgpool,955,Green grass
avgpool,956,Outdoor landscapes
avgpool,957,Landscapes
avgpool,958,Green grass
avgpool,959,Poles
avgpool,960,Nature
avgpool,961,Buildings
avgpool,962,Green and brown colored objects
avgpool,963,Nature
avgpool,964,Buildings
avgpool,965,Lights
avgpool,966,Red and white colored objects
avgpool,967,Objects with stripes in it
avgpool,968,Windows
avgpool,969,"Building, people"
avgpool,970,Green grass
avgpool,971,Walls
avgpool,972,People
avgpool,973,Poles and legs
avgpool,974,Windows
avgpool,975,Plants
avgpool,976,People
avgpool,977,Poles and legs
avgpool,978,Green and brown colored objects
avgpool,979,Poles and legs
avgpool,980,Bookcases
avgpool,981,Diagonal lines
avgpool,982,Structures
avgpool,983,Green grass
avgpool,984,Poles and legs
avgpool,985,The ground
avgpool,986,Buildings
avgpool,987,Sports fields
avgpool,988,Green grass
avgpool,989,Buildings
avgpool,990,Buildings
avgpool,991,Horizontal lines
avgpool,992,Faces of human beings
avgpool,993,Green and brown colored objects
avgpool,994,Garage doors
avgpool,995,Diagonal lines
avgpool,996,Head of people
avgpool,997,Windows
avgpool,998,Windows
avgpool,999,Windows
avgpool,1000,Athletes
avgpool,1001,Windows
avgpool,1002,Furniture
avgpool,1003,Food
avgpool,1004,Walls
avgpool,1005,Buildings
avgpool,1006,People
avgpool,1007,Trees
avgpool,1008,Nature
avgpool,1009,Trees
avgpool,1010,People
avgpool,1011,Bridges
avgpool,1012,Green grass
avgpool,1013,Landscapes
avgpool,1014,Buildings
avgpool,1015,Lights
avgpool,1016,Pizza and people
avgpool,1017,Green grass
avgpool,1018,Furniture
avgpool,1019,People
avgpool,1020,Arched ceilings
avgpool,1021,Diagonal lines
avgpool,1022,Red and white colored objects
avgpool,1023,The ground
avgpool,1024,Nature
avgpool,1025,Items of central focus
avgpool,1026,White colored object with black border
avgpool,1027,Green grass
avgpool,1028,Landscapes
avgpool,1029,Items of central focus
avgpool,1030,Plants
avgpool,1031,The sky
avgpool,1032,Lights
avgpool,1033,Green grass
avgpool,1034,Green grass
avgpool,1035,Diagonal lines
avgpool,1036,Top of a building
avgpool,1037,Windows
avgpool,1038,Buildings
avgpool,1039,Buildings and people
avgpool,1040,Stair cases
avgpool,1041,"Water, trees, people"
avgpool,1042,Plants
avgpool,1043,Windows
avgpool,1044,Windows
avgpool,1045,Windows
avgpool,1046,Windows
avgpool,1047,Landscapes
avgpool,1048,People
avgpool,1049,Lights
avgpool,1050,Corners of different places
avgpool,1051,Diagonal lines
avgpool,1052,Green and brown colored objects
avgpool,1053,"Water, sky, building"
avgpool,1054,Black and white colored objects
avgpool,1055,Heads of peoples
avgpool,1056,Black and white colored objects
avgpool,1057,The sky and trees
avgpool,1058,Windows
avgpool,1059,Head of people
avgpool,1060,Bridges and buildings
avgpool,1061,Windows
avgpool,1062,The sky and walls
avgpool,1063,Items of central focus
avgpool,1064,Windows
avgpool,1065,Items of central focus
avgpool,1066,Nature
avgpool,1067,Pools
avgpool,1068,Windows
avgpool,1069,Green grass
avgpool,1070,Items of central focus
avgpool,1071,Faces of human beings
avgpool,1072,Stairs
avgpool,1073,Black and white colored objects
avgpool,1074,Windows
avgpool,1075,Green and brown colored objects
avgpool,1076,Cars and planes
avgpool,1077,Vertical lines
avgpool,1078,Circular objects
avgpool,1079,Green and brown colored objects
avgpool,1080,Windows
avgpool,1081,Horizontal lines
avgpool,1082,Pink colored objects
avgpool,1083,Plants and flowers
avgpool,1084,Green grass
avgpool,1085,White colored object with black border
avgpool,1086,Ice cream pools
avgpool,1087,Trees
avgpool,1088,Trees
avgpool,1089,"Building, people"
