layer,unit,description,similarity
encoder.ln,193,"grey fox, gray fox, Urocyon cinereoargenteus",0.12823486
encoder.ln,194,whiskey jug,0.075408936
encoder.ln,195,water jug,0.25613403
encoder.ln,196,"Scotch terrier, Scottish terrier, Scottie",0.152771
encoder.ln,197,"corkscrew, bottle screw",0.20953369
encoder.ln,198,bookshop,0.061645508
encoder.ln,199,"vizsla, Hungarian pointer",0.40628052
encoder.ln,200,barbershop,0.110198975
encoder.ln,201,Labrador retriever,0.2024231
encoder.ln,202,eel,0.07720947
encoder.ln,203,"pencil box, pencil case",0.08483887
encoder.ln,204,"Samoyed, Samoyede",0.122039795
encoder.ln,205,Australian terrier,0.19192505
encoder.ln,206,"plane, carpenter's plane, woodworking plane",0.1635437
encoder.ln,207,hoodia,0.06442261
encoder.ln,208,hair spray,0.08807373
encoder.ln,209,abaya,0.06124878
encoder.ln,210,"washer, automatic washer, washing machine",0.09643555
encoder.ln,211,soap dispenser,0.13265991
encoder.ln,212,sinks,0.11608887
encoder.ln,213,bookcase,0.10043335
encoder.ln,214,"wallet, billfold, notecase, pocketbook",0.12866211
encoder.ln,215,drumstick,0.123809814
encoder.ln,216,exhibits,0.07992554
encoder.ln,217,stethoscope,0.10470581
encoder.ln,218,clamp,0.08065796
encoder.ln,219,vases,0.0769043
encoder.ln,220,bridging,0.061584473
encoder.ln,221,televisions,0.11947632
encoder.ln,222,laserjet,0.14620972
encoder.ln,223,camcorders,0.085235596
encoder.ln,224,beagle,0.07470703
encoder.ln,225,"hand-held computer, hand-held microcomputer",0.08892822
encoder.ln,226,suites,0.08804321
encoder.ln,227,lighthouse,0.13800049
encoder.ln,228,Brittany spaniel,0.2626953
encoder.ln,229,stethoscope,0.07946777
encoder.ln,230,"Bouvier des Flandres, Bouviers des Flandres",0.068847656
encoder.ln,231,merchandising,0.07254028
encoder.ln,232,sonyericsson,0.09979248
encoder.ln,233,vase,0.14505005
encoder.ln,234,French bulldog,0.13516235
encoder.ln,235,"night snake, Hypsiglena torquata",0.20977783
encoder.ln,236,musician,0.092926025
encoder.ln,237,Italian greyhound,0.10714722
encoder.ln,238,"pencil box, pencil case",0.1425476
encoder.ln,239,"Shetland sheepdog, Shetland sheep dog, Shetland",0.11541748
encoder.ln,240,whirlpool,0.054779053
encoder.ln,241,restaurants,0.07022095
encoder.ln,242,radio,0.099121094
encoder.ln,243,strainer,0.15267944
encoder.ln,244,Labrador retriever,0.071380615
encoder.ln,245,"German shepherd, German shepherd dog, German police dog, alsatian",0.18286133
encoder.ln,246,"Pekinese, Pekingese, Peke",0.09240723
encoder.ln,247,"bathing cap, swimming cap",0.12954712
encoder.ln,248,"red-backed sandpiper, dunlin, Erolia alpina",0.18634033
encoder.ln,249,"trolleybus, trolley coach, trackless trolley",0.0881958
encoder.ln,250,"refrigerator, icebox",0.10836792
encoder.ln,251,"hand-held computer, hand-held microcomputer",0.14956665
encoder.ln,252,black-and-tan coonhound,0.08917236
encoder.ln,253,"pencil box, pencil case",0.22747803
encoder.ln,254,"chime, bell, gong",0.07601929
encoder.ln,255,"skunk, polecat, wood pussy",0.0793457
encoder.ln,256,magnetic compass,0.11682129
encoder.ln,257,power drill,0.17822266
encoder.ln,258,pcmcia,0.069244385
encoder.ln,259,archery,0.06976318
encoder.ln,260,table lamp,0.11550903
encoder.ln,261,"gar, garfish, garpike, billfish, Lepisosteus osseus",0.076416016
encoder.ln,262,"Bouvier des Flandres, Bouviers des Flandres",0.11740112
encoder.ln,263,Shih-Tzu,0.16888428
encoder.ln,264,plastic bag,0.06655884
encoder.ln,265,"bathing cap, swimming cap",0.084350586
encoder.ln,266,"bicycle-built-for-two, tandem bicycle, tandem",0.11764526
encoder.ln,267,stone wall,0.07650757
encoder.ln,268,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",0.29714966
encoder.ln,269,alligator lizard,0.19781494
encoder.ln,270,sarong,0.10647583
encoder.ln,271,candid,0.04611206
encoder.ln,272,coffee mug,0.10708618
encoder.ln,273,rifle,0.08682251
encoder.ln,274,sea snake,0.12023926
encoder.ln,275,rangers,0.06478882
encoder.ln,276,"Ibizan hound, Ibizan Podenco",0.09802246
encoder.ln,277,window shade,0.08557129
encoder.ln,278,toy terrier,0.15924072
encoder.ln,279,"Afghan hound, Afghan",0.14706421
encoder.ln,280,perfumes,0.082336426
encoder.ln,281,"wallet, billfold, notecase, pocketbook",0.16455078
encoder.ln,282,toy terrier,0.10144043
encoder.ln,283,boiler,0.07897949
encoder.ln,284,"cowboy hat, ten-gallon hat",0.08847046
encoder.ln,285,"cornet, horn, trumpet, trump",0.14593506
encoder.ln,286,"notebook, notebook computer",0.10122681
encoder.ln,287,"Saint Bernard, St Bernard",0.124572754
encoder.ln,288,"restaurant, eating house, eating place, eatery",0.073913574
encoder.ln,289,barber,0.062316895
encoder.ln,290,key,0.08227539
encoder.ln,291,desktop computer,0.10446167
encoder.ln,292,"letter opener, paper knife, paperknife",0.06295776
encoder.ln,293,Gordon setter,0.11212158
encoder.ln,294,"flute, transverse flute",0.121154785
encoder.ln,295,water jug,0.09350586
encoder.ln,296,"solar dish, solar collector, solar furnace",0.12948608
encoder.ln,297,Yorkshire terrier,0.14749146
encoder.ln,298,"home theater, home theatre",0.12017822
encoder.ln,299,"academic gown, academic robe, judge's robe",0.11437988
encoder.ln,300,"vizsla, Hungarian pointer",0.19021606
encoder.ln,301,"plane, carpenter's plane, woodworking plane",0.08218384
encoder.ln,302,"swimming trunks, bathing trunks",0.10751343
encoder.ln,303,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",0.09567261
encoder.ln,304,sarong,0.055847168
encoder.ln,305,maraca,0.06109619
encoder.ln,306,"sandbar, sand bar",0.09475708
encoder.ln,307,pcmcia,0.07342529
encoder.ln,308,swings,0.08242798
encoder.ln,309,tub,0.109954834
encoder.ln,310,"vizsla, Hungarian pointer",0.33544922
encoder.ln,311,drumstick,0.13534546
encoder.ln,312,"fox squirrel, eastern fox squirrel, Sciurus niger",0.25357056
encoder.ln,313,giant schnauzer,0.12554932
encoder.ln,314,"pug, pug-dog",0.14025879
encoder.ln,315,"cocker spaniel, English cocker spaniel, cocker",0.21704102
encoder.ln,316,mask,0.059814453
encoder.ln,317,Bernese mountain dog,0.11413574
encoder.ln,318,hamper,0.109436035
encoder.ln,319,archery,0.08325195
encoder.ln,320,standard poodle,0.13320923
encoder.ln,321,bookcase,0.15963745
encoder.ln,322,registers,0.056274414
encoder.ln,323,Gordon setter,0.10650635
encoder.ln,324,go-kart,0.29019165
encoder.ln,325,"silky terrier, Sydney silky",0.11062622
encoder.ln,326,"chambered nautilus, pearly nautilus, nautilus",0.07824707
encoder.ln,327,sleeping bag,0.0864563
encoder.ln,328,archery,0.05368042
encoder.ln,329,Border collie,0.29205322
encoder.ln,330,swimsuit,0.07067871
encoder.ln,331,sewing machine,0.081726074
encoder.ln,332,stethoscope,0.25445557
encoder.ln,333,screening,0.081726074
encoder.ln,334,"tobacco shop, tobacconist shop, tobacconist",0.093566895
encoder.ln,335,"affenpinscher, monkey pinscher, monkey dog",0.1465149
encoder.ln,336,"lumbermill, sawmill",0.09017944
encoder.ln,337,"restaurant, eating house, eating place, eatery",0.08459473
encoder.ln,338,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",0.09573364
encoder.ln,339,planetarium,0.07696533
encoder.ln,340,"patio, terrace",0.08682251
encoder.ln,341,workstations,0.108551025
encoder.ln,342,eel,0.104766846
encoder.ln,343,black-and-tan coonhound,0.24502563
encoder.ln,344,"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus",0.3928833
encoder.ln,345,"Shetland sheepdog, Shetland sheep dog, Shetland",0.25042725
encoder.ln,346,soups,0.07736206
encoder.ln,347,"red wolf, maned wolf, Canis rufus, Canis niger",0.10964966
encoder.ln,348,hatchet,0.064941406
encoder.ln,349,hair spray,0.14041138
encoder.ln,350,black-and-tan coonhound,0.18218994
encoder.ln,351,hamper,0.06262207
encoder.ln,352,"Doberman, Doberman pinscher",0.07446289
encoder.ln,353,"radio, wireless",0.06878662
encoder.ln,354,mongoose,0.16592407
encoder.ln,355,overskirt,0.08654785
encoder.ln,356,"cairn, cairn terrier",0.099823
encoder.ln,357,packing,0.0914917
encoder.ln,358,shower curtain,0.090423584
encoder.ln,359,"black swan, Cygnus atratus",0.06439209
encoder.ln,360,trimaran,0.18701172
encoder.ln,361,"fire engine, fire truck",0.20883179
encoder.ln,362,teaspoon,0.12802124
encoder.ln,363,table lamp,0.0854187
encoder.ln,364,coffin,0.07366943
encoder.ln,365,barber,0.10571289
encoder.ln,366,sea snake,0.12734985
encoder.ln,367,Blenheim spaniel,0.19647217
encoder.ln,368,backpacks,0.07034302
encoder.ln,369,French bulldog,0.20605469
encoder.ln,370,"rocking chair, rocker",0.06442261
encoder.ln,371,macaque,0.14273071
encoder.ln,372,"borzoi, Russian wolfhound",0.095214844
encoder.ln,373,meg,0.056243896
encoder.ln,374,"Samoyed, Samoyede",0.15145874
encoder.ln,375,boathouse,0.15716553
encoder.ln,376,"crane, bird",0.06311035
encoder.ln,377,instructors,0.07473755
encoder.ln,378,"sandbar, sand bar",0.09927368
encoder.ln,379,pcmcia,0.091796875
encoder.ln,380,table lamp,0.083343506
encoder.ln,381,crash helmet,0.07977295
encoder.ln,382,sewing machine,0.086517334
encoder.ln,383,hoodie,0.09799194
encoder.ln,384,wire-haired fox terrier,0.11029053
encoder.ln,385,telescope,0.116363525
encoder.ln,386,"washer, automatic washer, washing machine",0.06417847
encoder.ln,387,German short-haired pointer,0.19821167
encoder.ln,388,"plunger, plumber's helper",0.18997192
encoder.ln,389,printprinter,0.06536865
encoder.ln,390,"pot, flowerpot",0.08856201
encoder.ln,391,pressing,0.070617676
encoder.ln,392,soap dispenser,0.13485718
encoder.ln,393,"pencil box, pencil case",0.10119629
encoder.ln,394,cushions,0.13781738
encoder.ln,395,carpenter,0.078552246
encoder.ln,396,umbrella,0.10110474
encoder.ln,397,mud turtle,0.07901001
encoder.ln,398,"orangutan, orang, orangutang, Pongo pygmaeus",0.06790161
encoder.ln,399,abaya,0.12643433
encoder.ln,400,stethoscope,0.111816406
encoder.ln,401,"patio, terrace",0.09274292
encoder.ln,402,surveying,0.06982422
encoder.ln,403,briard,0.124572754
encoder.ln,404,motif,0.063568115
encoder.ln,405,desk,0.095184326
encoder.ln,406,"Sealyham terrier, Sealyham",0.18972778
encoder.ln,407,entrance,0.09484863
encoder.ln,408,Irish water spaniel,0.64941406
encoder.ln,409,bassinet,0.17852783
encoder.ln,410,musicians,0.08395386
encoder.ln,411,"capuchin, ringtail, Cebus capucinus",0.4038391
encoder.ln,412,glassware,0.07467651
encoder.ln,413,"sea cucumber, holothurian",0.06707764
encoder.ln,414,"English springer, English springer spaniel",0.25552368
encoder.ln,415,vases,0.12921143
encoder.ln,416,overstock,0.07369995
encoder.ln,417,"rocking chair, rocker",0.07058716
encoder.ln,418,"Pekinese, Pekingese, Peke",0.11605835
encoder.ln,419,trays,0.110839844
encoder.ln,420,"Newfoundland, Newfoundland dog",0.20837402
encoder.ln,421,"Cardigan, Cardigan Welsh corgi",0.099487305
encoder.ln,422,Rottweiler,0.12771606
encoder.ln,423,Shih-Tzu,0.1517334
encoder.ln,424,"brassiere, bra, bandeau",0.07598877
encoder.ln,425,weymouth,0.08886719
encoder.ln,426,chassis,0.10809326
encoder.ln,427,spf,0.094055176
encoder.ln,428,power drill,0.07946777
encoder.ln,429,hair spray,0.08078003
encoder.ln,430,measuring cup,0.08605957
encoder.ln,431,"butcher shop, meat market",0.101501465
encoder.ln,432,"tiger shark, Galeocerdo cuvieri",0.047821045
encoder.ln,433,Irish terrier,0.21160889
encoder.ln,434,syringe,0.2951355
encoder.ln,435,stationery,0.094055176
encoder.ln,436,scorpion,0.15536499
encoder.ln,437,"promontory, headland, head, foreland",0.168396
encoder.ln,438,divers,0.061157227
encoder.ln,439,fashions,0.06265259
encoder.ln,440,"pick, plectrum, plectron",0.109375
encoder.ln,441,table lamp,0.09939575
encoder.ln,442,flying,0.0687561
encoder.ln,443,"rubber eraser, rubber, pencil eraser",0.058166504
encoder.ln,444,standard poodle,0.1458435
encoder.ln,445,Gordon setter,0.06820679
encoder.ln,446,corridors,0.08807373
encoder.ln,447,schipperke,0.104644775
encoder.ln,448,plastics,0.077301025
encoder.ln,449,"hoopskirt, crinoline",0.103393555
encoder.ln,450,kiosk,0.07348633
encoder.ln,451,"prairie chicken, prairie grouse, prairie fowl",0.089538574
encoder.ln,452,Windsor tie,0.103393555
encoder.ln,453,guitarist,0.07159424
encoder.ln,454,"bathtub, bathing tub, bath, tub",0.13040161
encoder.ln,455,adaptors,0.07473755
encoder.ln,456,"flute, transverse flute",0.18807983
encoder.ln,457,"Pekinese, Pekingese, Peke",0.63571167
encoder.ln,458,"Bouvier des Flandres, Bouviers des Flandres",0.084472656
encoder.ln,459,"pencil box, pencil case",0.10736084
encoder.ln,460,vase,0.10836792
encoder.ln,461,shopping basket,0.07458496
encoder.ln,462,rockport,0.1027832
encoder.ln,463,table lamp,0.100860596
encoder.ln,464,"pencil box, pencil case",0.10864258
encoder.ln,465,"microwave, microwave oven",0.068573
encoder.ln,466,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",0.075042725
encoder.ln,467,"drum, membranophone, tympan",0.08969116
encoder.ln,468,ladle,0.11013794
encoder.ln,469,tableware,0.084869385
encoder.ln,470,"patio, terrace",0.07513428
encoder.ln,471,"medicine chest, medicine cabinet",0.06762695
encoder.ln,472,mousetrap,0.08135986
encoder.ln,473,oil filter,0.1793518
encoder.ln,474,workstations,0.11431885
encoder.ln,475,"bicycle-built-for-two, tandem bicycle, tandem",0.10845947
encoder.ln,476,space heater,0.13748169
encoder.ln,477,goblet,0.15078735
encoder.ln,478,Band Aid,0.05871582
encoder.ln,479,"European fire salamander, Salamandra salamandra",0.22238159
encoder.ln,480,"carpenter's kit, tool kit",0.10891724
encoder.ln,481,envelopes,0.09768677
encoder.ln,482,"beacon, lighthouse, beacon light, pharos",0.108306885
encoder.ln,483,dinnerware,0.13064575
encoder.ln,484,imac,0.06375122
encoder.ln,485,Border collie,0.10217285
encoder.ln,486,"green lizard, Lacerta viridis",0.07098389
encoder.ln,487,"thresher, thrasher, threshing machine",0.10064697
encoder.ln,488,videotape,0.07772827
encoder.ln,489,table lamp,0.10961914
encoder.ln,490,"sunscreen, sunblock, sun blocker",0.13702393
encoder.ln,491,"Airedale, Airedale terrier",0.10067749
encoder.ln,492,"worm fence, snake fence, snake-rail fence, Virginia fence",0.09375
encoder.ln,493,desktop computer,0.0932312
encoder.ln,494,"patio, terrace",0.13101196
encoder.ln,495,"barrow, garden cart, lawn cart, wheelbarrow",0.25830078
encoder.ln,496,"academic gown, academic robe, judge's robe",0.07965088
encoder.ln,497,"wardrobe, closet, press",0.0859375
encoder.ln,498,wire-haired fox terrier,0.13296509
encoder.ln,499,hdtv,0.117889404
encoder.ln,500,soap dispenser,0.113983154
encoder.ln,501,"corkscrew, bottle screw",0.24533081
encoder.ln,502,bassinet,0.105407715
encoder.ln,503,barber,0.15707397
encoder.ln,504,"wallet, billfold, notecase, pocketbook",0.1656189
encoder.ln,505,aquaculture,0.12094116
encoder.ln,506,molding,0.09164429
encoder.ln,507,kitchen,0.1308899
encoder.ln,508,cartridges,0.08508301
encoder.ln,509,marmoset,0.06530762
encoder.ln,510,helium,0.048675537
encoder.ln,511,"Newfoundland, Newfoundland dog",0.11645508
encoder.ln,512,pillow,0.04638672
encoder.ln,513,giant schnauzer,0.14300537
encoder.ln,514,"Ibizan hound, Ibizan Podenco",0.24523926
encoder.ln,515,flags,0.07867432
encoder.ln,516,microbiology,0.06765747
encoder.ln,517,rain barrel,0.12210083
encoder.ln,518,Gordon setter,0.16571045
encoder.ln,519,pantyhose,0.08874512
encoder.ln,520,"Ibizan hound, Ibizan Podenco",0.18133545
encoder.ln,521,plate rack,0.1408081
encoder.ln,522,bathroom,0.09988403
encoder.ln,523,vendors,0.0909729
encoder.ln,524,triumphal arch,0.10092163
encoder.ln,525,CD player,0.11645508
encoder.ln,526,knives,0.09069824
encoder.ln,527,"pencil box, pencil case",0.14151001
encoder.ln,528,flat-coated retriever,0.14749146
encoder.ln,529,maraca,0.108184814
encoder.ln,530,"great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias",0.1590271
encoder.ln,531,skateboard,0.07952881
encoder.ln,532,coffee mug,0.11105347
encoder.ln,533,"bathing cap, swimming cap",0.116119385
encoder.ln,534,camping,0.06933594
encoder.ln,535,"bicycle-built-for-two, tandem bicycle, tandem",0.05899048
encoder.ln,536,"lacewing, lacewing fly",0.08856201
encoder.ln,537,cafeteria,0.06695557
encoder.ln,538,"frying pan, frypan, skillet",0.22106934
encoder.ln,539,chromatography,0.08248901
encoder.ln,540,tableware,0.08694458
encoder.ln,541,Band Aid,0.08187866
encoder.ln,542,sofa,0.077423096
encoder.ln,543,Australian terrier,0.124176025
encoder.ln,544,Rhodesian ridgeback,0.37826538
encoder.ln,545,barrels,0.072021484
encoder.ln,546,stylus,0.08639526
encoder.ln,547,washington,0.11505127
encoder.ln,548,pencil sharpener,0.120025635
encoder.ln,549,"Shetland sheepdog, Shetland sheep dog, Shetland",0.09552002
encoder.ln,550,"letter opener, paper knife, paperknife",0.07501221
encoder.ln,551,"prayer rug, prayer mat",0.08468628
encoder.ln,552,flat-coated retriever,0.08850098
encoder.ln,553,"Maltese dog, Maltese terrier, Maltese",0.13977051
encoder.ln,554,"submarine, pigboat, sub, U-boat",0.09933472
encoder.ln,555,"church, church building",0.084198
encoder.ln,556,"cello, violoncello",0.06573486
encoder.ln,557,pills,0.054992676
encoder.ln,558,tees,0.052947998
encoder.ln,559,"pitcher, ewer",0.20721436
encoder.ln,560,"kit fox, Vulpes macrotis",0.13339233
encoder.ln,561,miniature pinscher,0.10531616
encoder.ln,562,oil filter,0.084106445
encoder.ln,563,"washer, automatic washer, washing machine",0.15301514
encoder.ln,564,"Scottish deerhound, deerhound",0.069610596
encoder.ln,565,Australian terrier,0.10128784
encoder.ln,566,"Walker hound, Walker foxhound",0.11630249
