layer,unit,description,similarity
fc,103,"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus",0.794281
fc,104,"wallaby, brush kangaroo",0.9159241
fc,105,"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus",0.9527588
fc,106,wombat,1.1303406
fc,107,jellyfish,0.7871704
fc,108,"sea anemone, anemone",1.0142517
fc,109,brain coral,1.3176575
fc,110,"sea slug, nudibranch",1.3909912
fc,111,"flatworm, platyhelminth",0.7824402
fc,112,conch,0.7416382
fc,113,snail,0.6287842
fc,114,slug,0.93618774
fc,115,"sea slug, nudibranch",1.3147583
fc,116,"chiton, coat-of-mail shell, sea cradle, polyplacophore",1.2533264
fc,117,"chambered nautilus, pearly nautilus, nautilus",1.1139221
fc,118,"rock crab, Cancer irroratus",1.0166931
fc,119,"rock crab, Cancer irroratus",1.144867
fc,120,fiddler crab,1.1467896
fc,121,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica",1.0387878
fc,122,"American lobster, Northern lobster, Maine lobster, Homarus americanus",0.96725464
fc,123,"American lobster, Northern lobster, Maine lobster, Homarus americanus",0.9213867
fc,124,"American lobster, Northern lobster, Maine lobster, Homarus americanus",0.87857056
fc,125,"rock crab, Cancer irroratus",0.9085083
fc,126,isopod,0.89001465
fc,127,"white stork, Ciconia ciconia",1.290802
fc,128,"black stork, Ciconia nigra",1.3841553
fc,129,spoonbill,1.0101929
fc,130,flamingo,0.8475647
fc,131,"little blue heron, Egretta caerulea",1.2303162
fc,132,"American egret, great white heron, Egretta albus",1.0398865
fc,133,bittern,1.0025024
fc,134,"crane, bird",0.78567505
fc,135,"limpkin, Aramus pictus",1.6815796
fc,136,"European gallinule, Porphyrio porphyrio",1.4851074
fc,137,"European gallinule, Porphyrio porphyrio",1.1010437
fc,138,bustard,1.0273743
fc,139,"ruddy turnstone, Arenaria interpres",1.6055908
fc,140,"red-backed sandpiper, dunlin, Erolia alpina",1.4250183
fc,141,"redshank, Tringa totanus",1.7219543
fc,142,dowitcher,1.312439
fc,143,"oystercatcher, oyster catcher",1.3897095
fc,144,pelican,0.8469238
fc,145,"king penguin, Aptenodytes patagonica",0.9215393
fc,146,"albatross, mollymawk",0.76956177
fc,147,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus",0.80145264
fc,148,"killer whale, killer, orca, grampus, sea wolf, Orcinus orca",0.7731018
fc,149,"dugong, Dugong dugon",1.0341797
fc,150,sea lion,0.7706604
fc,151,toy terrier,0.8041992
fc,152,Japanese spaniel,0.8913269
fc,153,"Maltese dog, Maltese terrier, Maltese",0.85046387
fc,154,"Pekinese, Pekingese, Peke",1.0473022
fc,155,Shih-Tzu,0.94470215
fc,156,Welsh springer spaniel,0.92056274
fc,157,"Shetland sheepdog, Shetland sheep dog, Shetland",0.8364868
fc,158,miniature pinscher,0.97195435
fc,159,Rhodesian ridgeback,1.209137
fc,160,"Afghan hound, Afghan",1.2006836
fc,161,"basset, basset hound",1.0815735
fc,162,"Walker hound, Walker foxhound",1.1251831
fc,163,black-and-tan coonhound,1.0046082
fc,164,German short-haired pointer,0.97366333
fc,165,black-and-tan coonhound,1.1816101
fc,166,"Walker hound, Walker foxhound",1.3247986
fc,167,"Walker hound, Walker foxhound",1.4006958
fc,168,black-and-tan coonhound,0.9977112
fc,169,"borzoi, Russian wolfhound",1.2567444
fc,170,"Scottish deerhound, deerhound",1.4053955
fc,171,Italian greyhound,0.993042
fc,172,"Saluki, gazelle hound",0.8793335
fc,173,"Ibizan hound, Ibizan Podenco",1.3924866
fc,174,"Norwegian elkhound, elkhound",1.2278442
fc,175,"otterhound, otter hound",1.3450012
fc,176,"Saluki, gazelle hound",1.2609558
fc,177,"Scottish deerhound, deerhound",1.5392151
fc,178,Weimaraner,1.0440674
fc,179,"Staffordshire bullterrier, Staffordshire bull terrier",0.9253845
fc,180,"Staffordshire bullterrier, Staffordshire bull terrier",0.81744385
fc,181,Bedlington terrier,1.3710938
fc,182,Norfolk terrier,0.96221924
fc,183,Kerry blue terrier,1.4704895
fc,184,Irish terrier,1.1913757
fc,185,Norfolk terrier,1.3406677
fc,186,Norwich terrier,1.4432678
fc,187,"silky terrier, Sydney silky",1.2037048
fc,188,wire-haired fox terrier,1.5601807
fc,189,wire-haired fox terrier,1.353363
fc,190,"Sealyham terrier, Sealyham",1.3837585
fc,191,"Airedale, Airedale terrier",1.4497375
fc,192,"cairn, cairn terrier",1.1317444
fc,193,Australian terrier,1.2854614
fc,194,"Dandie Dinmont, Dandie Dinmont terrier",1.2793884
fc,195,"Boston bull, Boston terrier",0.8512573
fc,196,standard schnauzer,1.048523
fc,197,giant schnauzer,1.210846
fc,198,standard schnauzer,1.0759888
fc,199,"Scotch terrier, Scottish terrier, Scottie",1.0999756
fc,200,"Tibetan terrier, chrysanthemum dog",1.2087402
fc,201,"silky terrier, Sydney silky",1.1337891
fc,202,soft-coated wheaten terrier,1.0305786
fc,203,West Highland white terrier,1.0784912
fc,204,Shih-Tzu,0.89456177
fc,205,flat-coated retriever,1.1388855
fc,206,Irish water spaniel,1.2704163
fc,207,golden retriever,0.67077637
fc,208,Chesapeake Bay retriever,0.6021118
fc,209,Chesapeake Bay retriever,0.9564209
fc,210,German short-haired pointer,1.3104248
fc,211,"vizsla, Hungarian pointer",1.1976929
fc,212,English setter,1.1348267
fc,213,"Irish setter, red setter",1.3529053
fc,214,Gordon setter,1.171814
fc,215,Brittany spaniel,1.252655
fc,216,"clumber, clumber spaniel",1.1533813
fc,217,Blenheim spaniel,1.1383667
fc,218,Brittany spaniel,1.1332703
fc,219,"cocker spaniel, English cocker spaniel, cocker",0.9284363
fc,220,Sussex spaniel,1.1639404
fc,221,Irish water spaniel,1.4547424
fc,222,Great Pyrenees,0.9581909
fc,223,schipperke,1.1838989
fc,224,schipperke,0.9060364
fc,225,malinois,0.9328613
fc,226,briard,1.1438599
fc,227,miniature pinscher,0.6567993
fc,228,komondor,1.1726074
fc,229,"Old English sheepdog, bobtail",1.3046875
fc,230,"Shetland sheepdog, Shetland sheep dog, Shetland",1.1899109
fc,231,"Shetland sheepdog, Shetland sheep dog, Shetland",1.1657715
fc,232,Border collie,0.8890381
fc,233,"Bouvier des Flandres, Bouviers des Flandres",1.4942932
fc,234,black-and-tan coonhound,0.910553
fc,235,"German shepherd, German shepherd dog, German police dog, alsatian",0.93899536
fc,236,"Doberman, Doberman pinscher",1.1467285
fc,237,miniature pinscher,1.0537415
fc,238,Greater Swiss Mountain dog,1.3180237
fc,239,Bernese mountain dog,1.1139832
fc,240,Greater Swiss Mountain dog,1.3430481
fc,241,Greater Swiss Mountain dog,1.346405
fc,242,bull mastiff,0.67959595
fc,243,bull mastiff,0.9786682
fc,244,Tibetan mastiff,1.1700745
fc,245,French bulldog,0.79803467
fc,246,Great Dane,0.76101685
fc,247,"Saint Bernard, St Bernard",1.0805664
fc,248,"Eskimo dog, husky",0.96118164
fc,249,"malamute, malemute, Alaskan malamute",1.0047607
fc,250,"Eskimo dog, husky",0.97869873
fc,251,"dalmatian, coach dog, carriage dog",0.85131836
fc,252,"affenpinscher, monkey pinscher, monkey dog",1.0198059
fc,253,"Ibizan hound, Ibizan Podenco",1.0753174
fc,254,"pug, pug-dog",0.802063
fc,255,Leonberg,0.99417114
fc,256,"Newfoundland, Newfoundland dog",1.0207825
fc,257,Great Pyrenees,0.9987793
fc,258,"Samoyed, Samoyede",1.0099792
fc,259,Pomeranian,0.8278198
fc,260,Tibetan mastiff,0.75997925
fc,261,keeshond,1.339447
fc,262,"affenpinscher, monkey pinscher, monkey dog",0.7519531
fc,263,"Pembroke, Pembroke Welsh corgi",0.83673096
fc,264,"Cardigan, Cardigan Welsh corgi",1.0245056
fc,265,miniature poodle,1.0317383
fc,266,standard poodle,1.0598145
fc,267,standard poodle,1.2341919
fc,268,Mexican hairless,1.0192871
fc,269,"timber wolf, grey wolf, gray wolf, Canis lupus",0.881073
fc,270,"white wolf, Arctic wolf, Canis lupus tundrarum",0.97198486
fc,271,"red fox, Vulpes vulpes",1.0737915
fc,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.9423828
fc,273,"red wolf, maned wolf, Canis rufus, Canis niger",0.94555664
fc,274,"dhole, Cuon alpinus",1.2211609
fc,275,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",1.2299194
fc,276,"hyena, hyaena",1.0447998
fc,277,"red fox, Vulpes vulpes",1.1793518
fc,278,"kit fox, Vulpes macrotis",1.1323547
fc,279,"Arctic fox, white fox, Alopex lagopus",1.2759094
fc,280,"grey fox, gray fox, Urocyon cinereoargenteus",1.2954712
fc,281,"tabby, tabby cat",0.63360596
fc,282,"tiger, Panthera tigris",0.68118286
fc,283,Persian cat,0.6845703
fc,284,"Siamese cat, Siamese",0.94229126
fc,285,tiger cat,0.50234985
fc,286,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",0.8043518
fc,287,"lynx, catamount",0.8831482
fc,288,"leopard, Panthera pardus",0.961853
fc,289,"snow leopard, ounce, Panthera uncia",1.0391235
fc,290,"leopard, Panthera pardus",1.0207214
fc,291,"lion, king of beasts, Panthera leo",0.70285034
fc,292,"tiger, Panthera tigris",0.8034363
fc,293,"cheetah, chetah, Acinonyx jubatus",1.0609741
fc,294,"brown bear, bruin, Ursus arctos",1.0204163
fc,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.96673584
fc,296,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus",0.75131226
fc,297,"sloth bear, Melursus ursinus, Ursus ursinus",1.2562256
fc,298,mongoose,0.8730469
fc,299,"meerkat, mierkat",0.95217896
fc,300,tiger beetle,1.3963623
fc,301,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",0.8426819
fc,302,"ground beetle, carabid beetle",1.0575562
fc,303,"long-horned beetle, longicorn, longicorn beetle",1.0210876
fc,304,"leaf beetle, chrysomelid",1.0617065
fc,305,dung beetle,1.0671692
fc,306,rhinoceros beetle,1.1112671
fc,307,weevil,1.0127563
fc,308,"lacewing, lacewing fly",0.72769165
fc,309,bee,0.6569214
fc,310,ant,0.6025696
fc,311,"grasshopper, hopper",0.87597656
fc,312,"grasshopper, hopper",0.7789612
fc,313,"walking stick, walkingstick, stick insect",0.90808105
fc,314,"ground beetle, carabid beetle",0.677063
fc,315,"mantis, mantid",0.8944397
fc,316,"cicada, cicala",1.2493591
fc,317,leafhopper,1.3070984
fc,318,"lacewing, lacewing fly",1.2975159
fc,319,damselfly,0.9673157
fc,320,damselfly,1.1514587
fc,321,"lycaenid, lycaenid butterfly",0.77267456
fc,322,"ringlet, ringlet butterfly",1.1158447
fc,323,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",0.96591187
fc,324,cabbage butterfly,1.2365417
fc,325,"sulphur butterfly, sulfur butterfly",1.2310486
fc,326,"lycaenid, lycaenid butterfly",1.0114746
fc,327,"starfish, sea star",1.0852356
fc,328,sea urchin,1.076355
fc,329,"sea cucumber, holothurian",1.316864
fc,330,"wood rabbit, cottontail, cottontail rabbit",0.94177246
fc,331,"wood rabbit, cottontail, cottontail rabbit",0.8939209
fc,332,"Angora, Angora rabbit",1.3007507
fc,333,hamster,0.60827637
fc,334,"porcupine, hedgehog",1.0932312
fc,335,"fox squirrel, eastern fox squirrel, Sciurus niger",0.79745483
fc,336,marmot,1.0628662
fc,337,beaver,0.78601074
fc,338,"guinea pig, Cavia cobaya",0.9727478
fc,339,horse,0.46453857
fc,340,zebra,0.8111267
fc,341,"wild boar, boar, Sus scrofa",0.99920654
fc,342,"wild boar, boar, Sus scrofa",1.0666504
fc,343,"wild boar, boar, Sus scrofa",0.8798828
fc,344,"hippopotamus, hippo, river horse, Hippopotamus amphibius",0.961853
fc,345,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",0.72158813
fc,346,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",1.0595703
fc,347,bison,0.94052124
fc,348,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",1.0940552
fc,349,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",1.1886597
fc,350,"ibex, Capra ibex",1.1650696
fc,351,hartebeest,1.5637512
fc,352,hartebeest,1.3208618
fc,353,hartebeest,1.2335205
fc,354,"Arabian camel, dromedary, Camelus dromedarius",1.1131287
fc,355,llama,0.74594116
fc,356,"black-footed ferret, ferret, Mustela nigripes",0.9394531
fc,357,"polecat, fitch, foulmart, foumart, Mustela putorius",0.90563965
fc,358,"black-footed ferret, ferret, Mustela nigripes",0.98724365
fc,359,"black-footed ferret, ferret, Mustela nigripes",1.0341797
fc,360,otter,0.8169861
fc,361,"skunk, polecat, wood pussy",0.7020874
fc,362,badger,0.78863525
fc,363,armadillo,1.0849609
fc,364,"three-toed sloth, ai, Bradypus tridactylus",0.8859558
fc,365,"orangutan, orang, orangutang, Pongo pygmaeus",0.9344177
fc,366,gorilla,0.6966553
fc,367,"siamang, Hylobates syndactylus, Symphalangus syndactylus",0.8092346
fc,368,"spider monkey, Ateles geoffroyi",1.1255493
fc,369,"siamang, Hylobates syndactylus, Symphalangus syndactylus",1.3512268
fc,370,"guenon, guenon monkey",1.1941528
fc,371,"spider monkey, Ateles geoffroyi",0.9854126
fc,372,macaque,0.8222351
fc,373,macaque,0.87506104
fc,374,"spider monkey, Ateles geoffroyi",1.0722656
fc,375,"colobus, colobus monkey",1.4458008
fc,376,"proboscis monkey, Nasalis larvatus",1.3427124
fc,377,marmoset,1.098938
fc,378,"spider monkey, Ateles geoffroyi",1.3694458
fc,379,"spider monkey, Ateles geoffroyi",1.428833
fc,380,"spider monkey, Ateles geoffroyi",1.2879639
fc,381,"spider monkey, Ateles geoffroyi",1.4190674
fc,382,"squirrel monkey, Saimiri sciureus",1.3838196
fc,383,"Madagascar cat, ring-tailed lemur, Lemur catta",1.2818298
fc,384,"Madagascar cat, ring-tailed lemur, Lemur catta",1.1145935
fc,385,"Indian elephant, Elephas maximus",0.98376465
fc,386,"African elephant, Loxodonta africana",0.9930115
fc,387,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",0.9773865
fc,388,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca",0.897522
fc,389,"barracouta, snoek",0.66345215
fc,390,eel,0.7482605
fc,391,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch",0.86312866
fc,392,anemone fish,0.8418274
fc,393,anemone fish,1.240509
fc,394,sturgeon,0.86203
fc,395,"gar, garfish, garpike, billfish, Lepisosteus osseus",0.7867737
fc,396,lionfish,1.274231
fc,397,"puffer, pufferfish, blowfish, globefish",0.87210083
fc,398,abacus,0.6357422
fc,399,abaya,0.76986694
fc,400,"academic gown, academic robe, judge's robe",0.7906189
fc,401,"accordion, piano accordion, squeeze box",0.6977844
fc,402,acoustic guitar,0.7325134
fc,403,"aircraft carrier, carrier, flattop, attack aircraft carrier",0.8086853
fc,404,aircraft,0.54345703
fc,405,"airship, dirigible",0.9258423
fc,406,altar,0.8177185
fc,407,ambulance,0.8480835
fc,408,"amphibian, amphibious vehicle",0.8125305
fc,409,digital clock,0.63604736
fc,410,"apiary, bee house",0.9558716
fc,411,apron,0.5468445
fc,412,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin",0.5157776
fc,413,"assault rifle, assault gun",0.5729065
fc,414,"backpack, back pack, knapsack, packsack, rucksack, haversack",0.6829834
fc,415,"bakery, bakeshop, bakehouse",0.6071167
fc,416,gymnastics,0.8288574
fc,417,"parachute, chute",0.62194824
fc,418,fountain pen,0.5219116
fc,419,Band Aid,0.6292114
fc,420,banjo,0.56015015
fc,421,"bannister, banister, balustrade, balusters, handrail",0.58084106
fc,422,barbell,0.6739502
fc,423,barber chair,1.1867065
fc,424,barber chair,1.0146484
fc,425,barn,0.78271484
fc,426,barometer,0.9043274
fc,427,barrels,0.7408447
fc,428,"barrow, garden cart, lawn cart, wheelbarrow",0.64190674
fc,429,"ballplayer, baseball player",0.7543335
fc,430,basketball,0.50405884
fc,431,bassinet,1.0220032
fc,432,bassoon,0.8324585
fc,433,"bathing cap, swimming cap",0.5639343
fc,434,bath towel,0.4934082
fc,435,"bathtub, bathing tub, bath, tub",0.734375
fc,436,oldsmobile,0.6105957
fc,437,lighthouse,0.7658386
fc,438,measuring cup,0.80441284
fc,439,"bearskin, busby, shako",0.60339355
fc,440,bottles,0.5505676
fc,441,beer glass,0.70928955
fc,442,"church, church building",0.5227356
fc,443,purse,0.4809265
fc,444,"bicycle-built-for-two, tandem bicycle, tandem",0.9642029
fc,445,"brassiere, bra, bandeau",0.42260742
fc,446,"wallet, billfold, notecase, pocketbook",0.52490234
fc,447,"binoculars, field glasses, opera glasses",0.5520935
fc,448,birdhouse,0.8778076
fc,449,boathouse,0.66659546
fc,450,"bobsled, bobsleigh, bob",0.8322754
fc,451,pendants,0.55773926
fc,452,"bathing cap, swimming cap",0.58273315
fc,453,bookcase,0.7843933
fc,454,"bookshop, bookstore, bookstall",0.7471924
fc,455,bottlecap,0.513031
fc,456,archery,0.47528076
fc,457,"bow tie, bow-tie, bowtie",0.49682617
fc,458,plaque,0.7382202
fc,459,"brassiere, bra, bandeau",0.6870117
fc,460,"breakwater, groin, groyne, mole, bulwark, seawall, jetty",0.4897461
fc,461,"breastplate, aegis, egis",0.97805786
fc,462,broom,0.6033325
fc,463,"bucket, pail",0.63565063
fc,464,belt,0.38250732
fc,465,bulletproof vest,0.9015808
fc,466,"bullet train, bullet",0.6909485
fc,467,"butcher shop, meat market",0.9861145
fc,468,"cab, hack, taxi, taxicab",0.53253174
fc,469,"caldron, cauldron",0.5440674
fc,470,"candle, taper, wax light",0.53933716
fc,471,cannon,0.596344
fc,472,canoeing,0.7211914
fc,473,"corkscrew, bottle screw",0.50335693
fc,474,cardigan,0.6098938
fc,475,car mirror,0.6231384
fc,476,"carousel, carrousel, merry-go-round, roundabout, whirligig",0.72595215
fc,477,"carpenter's kit, tool kit",0.8800354
fc,478,boxes,0.5079346
fc,479,car wheel,0.6274109
fc,480,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",0.7363281
fc,481,cassette player,0.78778076
fc,482,cassette player,0.7769165
fc,483,castles,0.57180786
fc,484,trimaran,0.97857666
fc,485,CD player,0.747406
fc,486,"cello, violoncello",0.8616028
fc,487,"hand-held computer, hand-held microcomputer",0.7059326
fc,488,chain,0.5373535
fc,489,chainlink fence,0.6769104
fc,490,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour",0.87820435
fc,491,"chain saw, chainsaw",0.697937
fc,492,"chiffonier, commode",0.6714783
fc,493,"chiffonier, commode",1.2150574
fc,494,"chime, bell, gong",0.66516113
fc,495,"china cabinet, china closet",1.2568665
fc,496,Christmas stocking,1.1211853
fc,497,"church, church building",0.6459656
fc,498,"cinema, movie theater, movie theatre, movie house, picture palace",0.6056824
fc,499,"letter opener, paper knife, paperknife",0.6121216
fc,500,cliff dwelling,1.0630188
fc,501,abaya,0.7663574
fc,502,"clog, geta, patten, sabot",0.5232849
fc,503,cocktail shaker,0.511261
fc,504,coffee mug,0.62023926
fc,505,coffeepot,0.75341797
fc,506,spiral,0.45010376
fc,507,combination lock,0.71810913
fc,508,"computer keyboard, keypad",0.7751465
fc,509,"confectionery, confectionary, candy store",0.6784363
fc,510,"container ship, containership, container vessel",1.079071
fc,511,convertible,0.56451416
fc,512,"corkscrew, bottle screw",0.7696533
fc,513,"cornet, horn, trumpet, trump",0.8664551
fc,514,cowboy boot,0.71969604
fc,515,sombrero,0.5580139
fc,516,bassinet,1.0271606
fc,517,"crane, machine",0.57470703
fc,518,helmet,0.56295776
fc,519,crate,0.48101807
fc,520,"crib, cot",1.1115417
fc,521,Crock Pot,0.9140625
fc,522,croquet ball,0.67749023
fc,523,crutch,0.35479736
fc,524,"breastplate, aegis, egis",0.95339966
fc,525,dams,0.5174866
fc,526,desk,0.64868164
fc,527,desktop computer,0.5963135
fc,528,"dial telephone, dial phone",0.7467346
fc,529,"diaper, nappy, napkin",0.48550415
fc,530,digital clock,0.8125
fc,531,digital watch,0.93115234
fc,532,"dining table, board",0.7005615
fc,533,"dishrag, dishcloth",0.8156433
fc,534,"dishwasher, dish washer, dishwashing machine",0.6820984
fc,535,"disk brake, disc brake",1.0422974
fc,536,harbour,0.49578857
fc,537,"dogsled, dog sled, dog sleigh",1.1065063
fc,538,planetarium,0.5777893
fc,539,"doormat, welcome mat",0.9603882
fc,540,"drilling platform, offshore rig",1.0907593
fc,541,percussion,0.5687866
fc,542,drummer,0.47253418
fc,543,barbell,0.62927246
fc,544,"hot pot, hotpot",0.48483276
fc,545,"electric fan, blower",0.67303467
fc,546,guitar,0.5957947
fc,547,electric locomotive,0.9173279
fc,548,entertainment center,0.80874634
fc,549,envelope,0.50213623
fc,550,espresso maker,0.97769165
fc,551,face powder,0.69381714
fc,552,"feather boa, boa",0.74697876
fc,553,"chiffonier, commode",0.75216675
fc,554,fireboat,1.1346436
fc,555,"fire engine, fire truck",0.70513916
fc,556,"fire screen, fireguard",0.8408203
fc,557,"flagpole, flagstaff",0.48794556
fc,558,"flute, transverse flute",0.7520752
fc,559,"rocking chair, rocker",0.8101196
fc,560,football helmet,0.64749146
fc,561,forklift,0.82632446
fc,562,fountains,0.6654968
fc,563,fountain pen,0.7045593
fc,564,bedrooms,0.62872314
fc,565,freight car,0.72891235
fc,566,"French horn, horn",0.9352112
fc,567,"frying pan, frypan, skillet",0.61157227
fc,568,fur coat,0.59091187
fc,569,"garbage truck, dustcart",0.7837219
fc,570,"gasmask, respirator, gas helmet",0.6654053
fc,571,"gas pump, gasoline pump, petrol pump, island dispenser",0.70895386
fc,572,glassware,0.76608276
fc,573,go-kart,0.7548523
fc,574,golf ball,0.7602844
fc,575,"golfcart, golf cart",1.09552
fc,576,gondola,0.7045593
fc,577,gong,0.62542725
fc,578,gown,0.6319885
fc,579,"upright, upright piano",1.0006409
fc,580,"greenhouse, nursery, glasshouse",0.9685364
fc,581,buick,0.5697937
fc,582,"grocery store, grocery, food market, market",0.5469055
fc,583,guillotine,0.5450134
fc,584,hair slide,0.6689453
fc,585,conditioners,0.45593262
fc,586,half track,0.7681885
fc,587,"carpenter's kit, tool kit",0.5727234
fc,588,hamper,0.6695862
