layer,unit,description,similarity
avgpool,105,participants,0.13256836
avgpool,106,laundromat,0.36865234
avgpool,107,"lake, natural",0.22006226
avgpool,108,"subway station, platform",0.26901245
avgpool,109,railways,0.4017334
avgpool,110,basement,0.16946411
avgpool,111,amusement park,0.175354
avgpool,112,mausoleum,0.3572693
avgpool,113,ice floe,0.5411682
avgpool,114,ice floe,0.5250244
avgpool,115,yachts,0.13195801
avgpool,116,dancer,0.13696289
avgpool,117,harbour,0.3809204
avgpool,118,foods,0.36108398
avgpool,119,gas station,0.33148193
avgpool,120,sandbox,0.4940796
avgpool,121,vineyards,0.27267456
avgpool,122,building facade,0.41363525
avgpool,123,berg,0.3505249
avgpool,124,sailing,0.4236145
avgpool,125,homestead,0.4701233
avgpool,126,"field, cultivated",0.29733276
avgpool,127,"ice skating rink, outdoor",0.2262268
avgpool,128,cafeteria,0.35583496
avgpool,129,"ice skating rink, outdoor",0.20681763
avgpool,130,"ice skating rink, outdoor",0.19876099
avgpool,131,performing,0.1975708
avgpool,132,engine,0.3699646
avgpool,133,cavalry,0.27572632
avgpool,134,hockey,0.37213135
avgpool,135,"temple, asia",0.22677612
avgpool,136,"elevator, door",0.31381226
avgpool,137,"stadium, football",0.35009766
avgpool,138,computer room,0.32565308
avgpool,139,wetland,0.2515564
avgpool,140,baseball,0.5815735
avgpool,141,princess,0.13830566
avgpool,142,"gazebo, exterior",0.22677612
avgpool,143,participants,0.15759277
avgpool,144,"doorway, outdoor",0.12686157
avgpool,145,cabin,0.35165405
avgpool,146,tree house,0.679657
avgpool,147,building facade,0.20477295
avgpool,148,gas station,0.36184692
avgpool,149,manufactured home,0.19281006
avgpool,150,horticulture,0.33059692
avgpool,151,carrousel,0.1743164
avgpool,152,dining room,0.30282593
avgpool,153,dams,0.46466064
avgpool,154,habitat,0.22039795
avgpool,155,pagoda,0.2975464
avgpool,156,rodeo,0.50006104
avgpool,157,planting,0.2765808
avgpool,158,airplane cabin,0.80841064
avgpool,159,television studio,0.40341187
avgpool,160,"escalator, indoor",0.2758484
avgpool,161,motor,0.39266968
avgpool,162,attic,0.6616516
avgpool,163,sahara,0.33285522
avgpool,164,cambodia,0.42111206
avgpool,165,amphitheater,0.24191284
avgpool,166,waterfront,0.26901245
avgpool,167,viaduct,0.3580017
avgpool,168,jewellery,0.5909424
avgpool,169,stable,0.18051147
avgpool,170,"swimming pool, indoor",0.5588379
avgpool,171,music studio,0.18127441
avgpool,172,carrousel,0.9082031
avgpool,173,lagoon,0.22381592
avgpool,174,"synagogue, outdoor",0.2930603
avgpool,175,boats,0.48242188
avgpool,176,storage room,0.29180908
avgpool,177,automotive,0.3786621
avgpool,178,crowd,0.15127563
avgpool,179,restaurant kitchen,0.23648071
avgpool,180,wind farm,0.6755371
avgpool,181,"pub, indoor",0.49621582
avgpool,182,putting,0.3640442
avgpool,183,boardwalk,0.5592346
avgpool,184,waterfall,0.17782593
avgpool,185,shelving,0.4275818
avgpool,186,"escalator, indoor",0.24038696
avgpool,187,locker,0.39007568
avgpool,188,rope bridge,0.45187378
avgpool,189,pizza,0.43652344
avgpool,190,dome,0.1277771
avgpool,191,tree house,0.3834839
avgpool,192,"synagogue, outdoor",0.28878784
avgpool,193,rescued,0.12384033
avgpool,194,bissau,0.14593506
avgpool,195,habit,0.40649414
avgpool,196,utility room,0.407135
avgpool,197,"gazebo, exterior",0.4949646
avgpool,198,boeing,0.12231445
avgpool,199,door,0.3665161
avgpool,200,"booth, indoor",0.30368042
avgpool,201,candy store,0.5109863
avgpool,202,carrousel,0.8276367
avgpool,203,courtroom,0.216156
avgpool,204,kindergarden classroom,0.598053
avgpool,205,aquarium,0.19943237
avgpool,206,greenhouse,0.8548584
avgpool,207,operating room,0.5369873
avgpool,208,svalbard,0.26742554
avgpool,209,driveway,0.27963257
avgpool,210,operating room,0.8279114
avgpool,211,bamboo forest,0.81747437
avgpool,212,participants,0.30648804
avgpool,213,ballroom,0.44366455
avgpool,214,yellowstone,0.62841797
avgpool,215,clouds,0.38845825
avgpool,216,amusement park,0.3486328
avgpool,217,alley,0.39779663
avgpool,218,arcade,0.51446533
avgpool,219,"arena, rodeo",0.2850952
avgpool,220,door,0.51660156
avgpool,221,mountain path,0.45309448
avgpool,222,exhibits,0.24356079
avgpool,223,dancers,0.27960205
avgpool,224,aqueduct,1.0456238
avgpool,225,bowling,0.7600708
avgpool,226,fire station,0.20089722
avgpool,227,rock arch,0.48999023
avgpool,228,utility room,0.39102173
avgpool,229,junkyard,0.3704834
avgpool,230,sauna,0.5090027
avgpool,231,presenters,0.29556274
avgpool,232,forest path,0.27835083
avgpool,233,corridor,0.3562317
avgpool,234,rafting,0.7425842
avgpool,235,helicopter,0.39639282
avgpool,236,"market, indoor",0.35317993
avgpool,237,homeowner,0.46896362
avgpool,238,pasture,0.38052368
avgpool,239,"moat, water",0.44403076
avgpool,240,"temple, asia",0.55255127
avgpool,241,archaeological,0.26611328
avgpool,242,waterfall,0.11627197
avgpool,243,flower,0.24398804
avgpool,244,car interior,0.7298889
avgpool,245,attic,0.36120605
avgpool,246,lighthouse,0.69869995
avgpool,247,ordered,0.23428345
avgpool,248,sauna,0.50994873
avgpool,249,sauna,0.39834595
avgpool,250,bamboo,0.2333374
avgpool,251,fabric store,0.243927
avgpool,252,"field, cultivated",0.24801636
avgpool,253,cabinet,0.34014893
avgpool,254,bus interior,0.33062744
avgpool,255,bottles,0.22283936
avgpool,256,fountain,0.6778259
avgpool,257,rice paddy,0.3334961
avgpool,258,yellowstone,0.6933899
avgpool,259,rice paddy,0.34753418
avgpool,260,nightlife,0.29501343
avgpool,261,boat deck,0.4892273
avgpool,262,bowling alley,0.5215454
avgpool,263,reprint,0.12689209
avgpool,264,athlete,0.22387695
avgpool,265,author,0.37734985
avgpool,266,car interior,0.6235657
avgpool,267,alley,0.2144165
avgpool,268,flower,0.27957153
avgpool,269,skyline,0.17993164
avgpool,270,crowd,0.28799438
avgpool,271,loader,0.28079224
avgpool,272,habit,0.34100342
avgpool,273,rowing,0.26168823
avgpool,274,habitat,0.3001709
avgpool,275,clouds,0.25576782
avgpool,276,art studio,0.35586548
avgpool,277,jail cell,0.3982849
avgpool,278,signage,0.19415283
avgpool,279,trains,0.497406
avgpool,280,"arena, rodeo",0.16552734
avgpool,281,hotel room,0.2055664
avgpool,282,"desert, sand",0.6349182
avgpool,283,castle,0.4074707
avgpool,284,junkyard,0.38375854
avgpool,285,catacomb,0.3744812
avgpool,286,"jacuzzi, indoor",0.5791626
avgpool,287,beach house,0.412323
avgpool,288,kasbah,0.50860596
avgpool,289,automotive,0.23596191
avgpool,290,courtyard,0.5281372
avgpool,291,sofas,0.33898926
avgpool,292,"florist shop, indoor",0.43881226
avgpool,293,party,0.28344727
avgpool,294,football field,0.36349487
avgpool,295,swimming,0.16531372
avgpool,296,"train station, platform",0.32089233
avgpool,297,homestead,0.22018433
avgpool,298,exterior,0.27227783
avgpool,299,chef,0.61920166
avgpool,300,shoe shop,0.4121704
avgpool,301,bank vault,0.3468933
avgpool,302,performing,0.21670532
avgpool,303,"doorway, outdoor",0.27545166
avgpool,304,sign,0.3725586
avgpool,305,aquarium,0.6103821
avgpool,306,shoe shop,0.67041016
avgpool,307,hospital room,0.3369751
avgpool,308,homestead,0.38546753
avgpool,309,barn,0.30322266
avgpool,310,igloo,0.25430298
avgpool,311,shelving,0.21591187
avgpool,312,hay,0.32284546
avgpool,313,amusement park,0.48876953
avgpool,314,grassroots,0.113098145
avgpool,315,skyscraper,0.246521
avgpool,316,rope bridge,0.30618286
avgpool,317,building facade,0.32037354
avgpool,318,pinball,0.41757202
avgpool,319,shopfront,0.22146606
avgpool,320,vegetable garden,0.46929932
avgpool,321,canal,0.3612671
avgpool,322,juvenile,0.3302307
avgpool,323,tree house,0.34674072
avgpool,324,office cubicles,0.7246399
avgpool,325,snorkeling,0.34854126
avgpool,326,fabrics,0.44055176
avgpool,327,soccer,0.3725891
avgpool,328,"market, indoor",0.48721313
avgpool,329,sahara,0.52453613
avgpool,330,valley,0.37573242
avgpool,331,door,0.14956665
avgpool,332,snowy,0.46813965
avgpool,333,dining room,0.56033325
avgpool,334,fountains,0.48031616
avgpool,335,building facade,0.27438354
avgpool,336,junkyard,0.23980713
avgpool,337,"shopping mall, indoor",0.24151611
avgpool,338,zen garden,0.34973145
avgpool,339,plaque,0.2715149
avgpool,340,viaduct,0.49194336
avgpool,341,collier,0.27319336
avgpool,342,badlands,0.88900757
avgpool,343,habitat,0.19714355
avgpool,344,junkyard,0.5444336
avgpool,345,waterfall,0.37472534
avgpool,346,kindergarden classroom,0.19961548
avgpool,347,dining,0.34924316
avgpool,348,mozambique,0.256958
avgpool,349,archaelogical excavation,0.4650879
avgpool,350,childs room,0.33096313
avgpool,351,shoe shop,0.34387207
avgpool,352,"lake, natural",0.2567749
avgpool,353,recreation room,0.39227295
avgpool,354,amphitheater,0.4727478
avgpool,355,aviation,0.50439453
avgpool,356,kindergarden classroom,0.5027466
avgpool,357,ticket booth,0.2590027
avgpool,358,volcano,0.21170044
avgpool,359,residential neighborhood,0.46166992
avgpool,360,fire escape,0.35159302
avgpool,361,palace,0.355011
avgpool,362,igloo,0.2554016
avgpool,363,ruins,0.530426
avgpool,364,amphitheater,0.63287354
avgpool,365,tableware,0.16061401
avgpool,366,flowers,0.44223022
avgpool,367,fire station,0.7088318
avgpool,368,licensees,0.18588257
avgpool,369,entrance hall,0.34753418
avgpool,370,greenhouse,0.22195435
avgpool,371,mausoleum,0.3595581
avgpool,372,skyscraper,0.3022461
avgpool,373,"swimming pool, outdoor",0.37921143
avgpool,374,rice paddy,0.4139099
avgpool,375,airfield,0.29919434
avgpool,376,pharmacist,0.49853516
avgpool,377,storage room,0.49682617
avgpool,378,fountains,0.5534668
avgpool,379,landing deck,0.6012268
avgpool,380,watering hole,0.30355835
avgpool,381,gas station,0.52545166
avgpool,382,"garage, outdoor",0.16653442
avgpool,383,jail cell,0.1713562
avgpool,384,water tower,0.45889282
avgpool,385,server room,0.23309326
avgpool,386,hoodia,0.40560913
avgpool,387,"general store, outdoor",0.33120728
avgpool,388,columns,0.4144287
avgpool,389,operating room,1.0318909
avgpool,390,paving,0.3859253
avgpool,391,botanical garden,0.32192993
avgpool,392,plants,0.27218628
avgpool,393,conference room,0.44244385
avgpool,394,restaurant kitchen,0.62316895
avgpool,395,server room,0.23269653
avgpool,396,volleyball,0.6143799
avgpool,397,archaelogical excavation,0.24835205
avgpool,398,dining room,0.19451904
avgpool,399,"subway station, platform",0.50805664
avgpool,400,restaurant patio,0.33483887
avgpool,401,campsite,0.5458069
avgpool,402,participants,0.31411743
avgpool,403,carrousel,0.7875061
avgpool,404,tree farm,0.42895508
avgpool,405,jewellery,0.51208496
avgpool,406,baseball,0.22158813
avgpool,407,bookstore,0.48220825
avgpool,408,department store,0.2538452
avgpool,409,motels,0.58203125
avgpool,410,operating room,0.14898682
avgpool,411,tomb,0.19949341
avgpool,412,oilrig,0.18606567
avgpool,413,symposium,0.28207397
avgpool,414,ingredients,0.29858398
avgpool,415,"shopping mall, indoor",0.4480896
avgpool,416,putting,0.14608765
avgpool,417,boat,0.5335388
avgpool,418,"hangar, indoor",0.26882935
avgpool,419,cabinets,0.23446655
avgpool,420,crypt,0.3828125
avgpool,421,bowling,0.46899414
avgpool,422,ruins,0.28668213
avgpool,423,zen garden,0.20632935
avgpool,424,tent,0.5762329
avgpool,425,coral,0.28308105
avgpool,426,"volleyball court, outdoor",0.543396
avgpool,427,carrousel,0.89105225
avgpool,428,bank vault,0.51278687
avgpool,429,aviation,0.21459961
avgpool,430,engine room,0.37728882
avgpool,431,rock arch,0.37628174
avgpool,432,columns,0.390625
avgpool,433,ball pit,0.6889038
avgpool,434,wetland,0.40444946
avgpool,435,chevrolet,0.13406372
avgpool,436,cabinets,0.36184692
avgpool,437,wind farm,0.33840942
avgpool,438,spires,0.1506958
avgpool,439,strands,0.20074463
avgpool,440,rock arch,0.2937622
avgpool,441,igloo,0.74487305
avgpool,442,rafting,0.3095703
avgpool,443,archaelogical excavation,0.59191895
avgpool,444,volcano,0.6843872
avgpool,445,auditorium,0.56588745
avgpool,446,boxing,0.3849182
avgpool,447,valley,0.35910034
avgpool,448,soccer,0.5123291
avgpool,449,baccarat,0.12286377
avgpool,450,bamboo forest,0.933136
avgpool,451,phone booth,0.20413208
avgpool,452,elevator shaft,0.3711853
avgpool,453,horse,0.18075562
avgpool,454,shelving,0.37322998
avgpool,455,performing,0.205719
avgpool,456,canal,0.46569824
avgpool,457,kitchen,0.22924805
avgpool,458,cockpit,0.4862671
avgpool,459,restaurant kitchen,0.5783386
avgpool,460,invitational,0.24353027
avgpool,461,"escalator, indoor",0.25863647
avgpool,462,restaurant patio,0.27505493
avgpool,463,forest road,0.37850952
avgpool,464,archaelogical excavation,0.30166626
avgpool,465,"arena, rodeo",0.36679077
avgpool,466,building facade,0.18069458
avgpool,467,restaurant kitchen,0.5470276
avgpool,468,building facade,0.3430481
avgpool,469,botanical garden,0.30706787
avgpool,470,"swimming pool, indoor",0.37954712
avgpool,471,"ice skating rink, outdoor",0.43063354
avgpool,472,fabric store,0.22918701
avgpool,473,fostering,0.34387207
avgpool,474,santos,0.25668335
avgpool,475,"parking garage, indoor",0.24234009
avgpool,476,igloo,0.10534668
avgpool,477,"jacuzzi, indoor",0.43237305
avgpool,478,tunnel,0.4119568
avgpool,479,utility room,0.4657898
avgpool,480,utility room,0.48150635
avgpool,481,natural history museum,0.6679077
avgpool,482,figurines,0.2387085
avgpool,483,building facade,0.2203064
avgpool,484,elevator shaft,0.3399353
avgpool,485,"market, outdoor",0.340271
avgpool,486,staircase,0.5013733
avgpool,487,buses,0.7869568
avgpool,488,throne room,0.38433838
avgpool,489,yummy,0.31729126
avgpool,490,golf course,0.23904419
avgpool,491,windmill,0.13537598
avgpool,492,office cubicles,0.30621338
avgpool,493,playground,0.5721741
avgpool,494,volleyball,0.44317627
avgpool,495,mountain snowy,0.51364136
avgpool,496,dlp,0.20489502
avgpool,497,ice floe,0.3630371
avgpool,498,jail cell,0.39569092
avgpool,499,kindergarden classroom,0.31420898
avgpool,500,tent,0.6260071
avgpool,501,technician,0.31533813
avgpool,502,wetland,0.28326416
avgpool,503,ice floe,0.19091797
avgpool,504,bowling,0.27270508
avgpool,505,utility room,0.27667236
avgpool,506,butchers shop,0.34805298
avgpool,507,street,0.32281494
avgpool,508,"parking garage, indoor",0.37271118
avgpool,509,bedchamber,0.3774109
avgpool,510,beach,0.15646362
avgpool,511,"desert, sand",0.54849243
avgpool,512,topiary garden,0.93218994
avgpool,513,lecture room,0.38510132
avgpool,514,panel,0.26937866
avgpool,515,engine room,0.34207153
avgpool,516,bldg,0.27731323
avgpool,517,tomb,0.33093262
avgpool,518,"garage, outdoor",0.40899658
avgpool,519,svalbard,0.18395996
avgpool,520,aquarium,0.22906494
avgpool,521,tomb,0.30963135
avgpool,522,bookstore,0.10229492
avgpool,523,cafeteria,0.24761963
avgpool,524,carrousel,0.642395
avgpool,525,barn,0.24053955
avgpool,526,courthouse,0.3581543
avgpool,527,raceway,0.23077393
avgpool,528,dams,0.4072876
avgpool,529,"volleyball court, outdoor",0.40542603
avgpool,530,field,0.2060852
avgpool,531,interstate,0.31430054
avgpool,532,"hangar, indoor",0.34170532
avgpool,533,toyshop,0.42965698
avgpool,534,invitational,0.36975098
avgpool,535,water tower,0.1892395
avgpool,536,ticket booth,0.28259277
avgpool,537,bank vault,0.59399414
avgpool,538,baroque,0.40667725
avgpool,539,airport terminal,0.11352539
avgpool,540,laundromat,0.70166016
avgpool,541,drugstore,0.23043823
avgpool,542,"general store, outdoor",0.26223755
avgpool,543,clutter,0.22210693
avgpool,544,sky,0.20071411
avgpool,545,viaduct,0.2814026
avgpool,546,"bus station, indoor",0.37557983
avgpool,547,operating room,0.13964844
avgpool,548,drugstore,0.4404297
avgpool,549,trains,0.5307007
avgpool,550,shelving,0.29248047
avgpool,551,phone booth,0.5126648
avgpool,552,"shopping mall, indoor",0.59609985
avgpool,553,fabric store,0.3800354
avgpool,554,buildings,0.18969727
avgpool,555,amphitheater,0.22631836
avgpool,556,bikes,0.18447876
avgpool,557,"gazebo, exterior",0.3734131
avgpool,558,island,0.26220703
avgpool,559,water tower,0.651947
avgpool,560,galley,0.40673828
avgpool,561,throne room,0.4512329
avgpool,562,igloo,0.24673462
avgpool,563,recreation room,0.3050537
avgpool,564,kindergarden classroom,0.21844482
avgpool,565,"field, cultivated",0.35498047
avgpool,566,campsite,0.60427856
avgpool,567,"atrium, public",0.40176392
avgpool,568,shelving,0.19247437
avgpool,569,"train station, platform",0.49554443
avgpool,570,gas station,0.31637573
avgpool,571,restaurant patio,0.49298096
avgpool,572,amphitheater,0.18719482
avgpool,573,"elevator, door",0.35003662
avgpool,574,participants,0.22506714
avgpool,575,shopfront,0.36740112
avgpool,576,tent,0.777771
avgpool,577,entrance hall,0.36035156
avgpool,578,kindergarden classroom,0.6016846
avgpool,579,dance,0.29571533
avgpool,580,rock arch,0.5258179
avgpool,581,sofas,0.33145142
avgpool,582,"shopping mall, indoor",0.12588501
avgpool,583,rave,0.23135376
avgpool,584,restaurant patio,0.5288086
avgpool,585,landing deck,0.4671936
avgpool,586,"mosque, outdoor",0.30706787
avgpool,587,airplane cabin,0.38638306
avgpool,588,airplane cabin,0.2511902
avgpool,589,spires,0.20993042
avgpool,590,bonsai,0.1621399
avgpool,591,commissioners,0.29284668
avgpool,592,ruins,0.3057251
avgpool,593,rope bridge,0.38824463
avgpool,594,catacomb,0.3746643
avgpool,595,auto factory,0.5192871
avgpool,596,baseball,0.16479492
avgpool,597,fabric store,0.21920776
avgpool,598,surfing,0.6277466
avgpool,599,"hunting lodge, outdoor",0.6010437
avgpool,600,assembly line,0.3085022
avgpool,601,snooker,0.2921753
avgpool,602,landing,0.30560303
avgpool,603,ultraviolet,0.20718384
avgpool,604,throne room,0.40881348
avgpool,605,bw,0.19015503
avgpool,606,vineyards,0.7904358
avgpool,607,methodist,0.12426758
avgpool,608,habitat,0.2954712
avgpool,609,volleyball,0.19580078
avgpool,610,restaurant patio,0.515625
avgpool,611,ball pit,0.28799438
avgpool,612,bookstore,0.51068115
avgpool,613,producing,0.13562012
avgpool,614,phone booth,0.80148315
avgpool,615,"kennel, outdoor",0.55841064
avgpool,616,fishpond,0.23147583
avgpool,617,butchers shop,0.31192017
avgpool,618,steam,0.2467041
avgpool,619,roof garden,0.3987732
avgpool,620,arch,0.18432617
avgpool,621,"hunting lodge, outdoor",0.44326782
avgpool,622,ticket booth,0.3696289
avgpool,623,attic,0.47921753
avgpool,624,dam,0.2472229
avgpool,625,desert road,0.27041626
avgpool,626,skiing,0.4777832
avgpool,627,rice paddy,0.5279236
avgpool,628,unicef,0.13208008
avgpool,629,home theater,0.25280762
avgpool,630,chapel,0.27981567
avgpool,631,glacier,0.5458374
avgpool,632,shoe shop,0.50949097
avgpool,633,crosswalk,0.45025635
avgpool,634,entrance hall,0.26846313
avgpool,635,beach,0.42489624
avgpool,636,sand,0.2338562
avgpool,637,bank vault,0.38760376
avgpool,638,yellowstone,0.316864
avgpool,639,arcade,0.29589844
avgpool,640,assembly line,0.23010254
avgpool,641,caves,0.313385
avgpool,642,bureau,0.2987976
avgpool,643,"bow window, indoor",0.5093994
avgpool,644,author,0.25134277
avgpool,645,canyon,0.36621094
avgpool,646,"subway station, platform",0.6158142
avgpool,647,elevator shaft,0.34384155
avgpool,648,bamboo forest,0.25769043
avgpool,649,aggregation,0.1182251
avgpool,650,waiting room,0.28582764
avgpool,651,pantry,0.60250854
avgpool,652,martial arts gym,0.4413452
avgpool,653,"greenhouse, outdoor",0.62457275
avgpool,654,canyon,0.54849243
avgpool,655,fostering,0.14871216
avgpool,656,burial chamber,0.38467407
avgpool,657,"stage, indoor",0.37158203
avgpool,658,sandbox,0.557312
avgpool,659,"volleyball court, outdoor",0.4024048
avgpool,660,sauna,0.15716553
avgpool,661,airport terminal,0.33273315
avgpool,662,pedestrian,0.17211914
avgpool,663,volunteers,0.27340698
avgpool,664,flower,0.22015381
avgpool,665,auditorium,0.771698
avgpool,666,"temple, asia",0.70077515
avgpool,667,formal garden,0.48535156
avgpool,668,"diner, outdoor",0.33981323
avgpool,669,corsair,0.3529663
avgpool,670,storage room,0.21432495
avgpool,671,badlands,0.8345642
avgpool,672,rope bridge,0.29296875
avgpool,673,collier,0.52041626
avgpool,674,fabric store,0.25408936
avgpool,675,"temple, asia",0.4257202
avgpool,676,picnic area,0.38275146
avgpool,677,"stadium, football",0.58026123
avgpool,678,juvenile,0.24786377
avgpool,679,staircase,0.29867554
avgpool,680,restaurant kitchen,0.4338684
avgpool,681,soldiers,0.15267944
avgpool,682,banquet hall,0.64611816
avgpool,683,crosswalk,0.46463013
avgpool,684,aisle,0.41116333
avgpool,685,attic,0.478302
avgpool,686,rafting,0.5101013
avgpool,687,blinds,0.17312622
avgpool,688,crypt,0.27572632
avgpool,689,landing deck,0.22897339
avgpool,690,"stage, indoor",0.24969482
avgpool,691,autumn,0.18457031
avgpool,692,msrp,0.16882324
avgpool,693,archaelogical excavation,0.4871521
avgpool,694,aquarium,0.14700317
avgpool,695,field road,0.34207153
avgpool,696,sauna,0.7220764
avgpool,697,crowd,0.31106567
avgpool,698,delegates,0.2531128
avgpool,699,canyon,0.43582153
avgpool,700,sandbox,0.48666382
avgpool,701,cabin,0.3592224
avgpool,702,ballroom,0.34729004
avgpool,703,building facade,0.1772461
avgpool,704,bank vault,0.38009644
avgpool,705,rope bridge,0.8713684
avgpool,706,dancers,0.42819214
avgpool,707,canyon,0.46728516
avgpool,708,tackling,0.29397583
avgpool,709,bathroom,0.6706543
avgpool,710,toilet,0.27346802
avgpool,711,"kennel, outdoor",0.27957153
avgpool,712,bus interior,0.7131958
avgpool,713,fossil,0.33953857
avgpool,714,fire escape,0.47561646
avgpool,715,rope bridge,0.30471802
avgpool,716,airplane cabin,0.28808594
avgpool,717,hostel,0.53811646
avgpool,718,schoolhouse,0.39434814
avgpool,719,pizza,0.54229736
avgpool,720,"underwater, ocean deep",0.29977417
avgpool,721,dancer,0.26278687
avgpool,722,panorama,0.23809814
avgpool,723,fishpond,0.39041138
avgpool,724,pedestrian,0.29660034
avgpool,725,zen garden,0.97283936
avgpool,726,fabric store,0.45217896
avgpool,727,aquarium,0.20578003
avgpool,728,storage room,0.26123047
avgpool,729,building facade,0.33377075
avgpool,730,instructors,0.36398315
avgpool,731,cabin,0.25546265
avgpool,732,homestead,0.38900757
avgpool,733,amusement park,0.3227539
avgpool,734,building facade,0.3887329
avgpool,735,"hangar, outdoor",0.20407104
avgpool,736,"desert, vegetation",0.5225525
avgpool,737,bank vault,0.51345825
avgpool,738,market,0.6378784
avgpool,739,bookstore,0.12756348
avgpool,740,fastfood restaurant,0.27459717
avgpool,741,pantry,0.29333496
avgpool,742,flores,0.45507812
avgpool,743,racecourse,0.25048828
avgpool,744,physics laboratory,0.44729614
avgpool,745,"escalator, indoor",0.5798645
avgpool,746,airplane cabin,0.56030273
avgpool,747,badlands,0.9746399
avgpool,748,jewellery,0.39743042
avgpool,749,zen garden,0.91656494
avgpool,750,veterinary,0.29647827
avgpool,751,kennel,0.3260193
avgpool,752,skyline,0.27139282
avgpool,753,cathedral,0.41351318
avgpool,754,clouds,0.45672607
avgpool,755,columns,0.2520752
avgpool,756,fire escape,0.23806763
avgpool,757,"volleyball court, outdoor",0.4880371
avgpool,758,panels,0.1581726
avgpool,759,chemistry lab,0.20022583
avgpool,760,archaelogical excavation,0.16479492
avgpool,761,"greenhouse, indoor",0.574646
avgpool,762,cottages,0.36773682
avgpool,763,signage,0.16513062
avgpool,764,bureau,0.40689087
avgpool,765,oast house,0.7718506
avgpool,766,"parking garage, indoor",0.36993408
avgpool,767,pizzeria,0.3965149
avgpool,768,cemetery,0.5513916
avgpool,769,attic,0.47805786
avgpool,770,building facade,0.4555359
