layer,unit,description,similarity
features,411,intake,0.11856079
features,412,kayaking,0.29690552
features,413,wardrobe,0.12527466
features,414,"greenhouse, outdoor",0.4512024
features,415,tent,0.2875061
features,416,delicatessen,0.13232422
features,417,wyoming,0.16940308
features,418,carrousel,0.15081787
features,419,tackling,0.14370728
features,420,laundromat,0.5172119
features,421,building facade,0.32647705
features,422,building facade,0.3008728
features,423,pantry,0.285614
features,424,crosswalk,0.10800171
features,425,textile,0.104766846
features,426,ball pit,0.9621277
features,427,botanical garden,0.34542847
features,428,aqueduct,0.30529785
features,429,archaelogical excavation,0.25341797
features,430,"parking garage, indoor",0.13052368
features,431,ball pit,0.296875
features,432,pink,0.2715149
features,433,"apartment building, outdoor",0.3991394
features,434,dinnerware,0.26068115
features,435,hockey,0.12979126
features,436,bedchamber,0.16888428
features,437,ice floe,0.14981079
features,438,pantry,0.25854492
features,439,catacomb,0.15161133
features,440,sunset,0.24816895
features,441,aerial,0.17694092
features,442,pizza,0.20803833
features,443,rock arch,0.45770264
features,444,corridor,0.23498535
features,445,quilts,0.22616577
features,446,banquet hall,0.29504395
features,447,filtered,0.15158081
features,448,aqueduct,0.17529297
features,449,boxing,0.22000122
features,450,antarctica,0.20126343
features,451,automotive,0.18139648
features,452,ticket booth,0.15722656
features,453,"lake, natural",0.14038086
features,454,ball pit,0.67056274
features,455,restaurant kitchen,0.12545776
features,456,flavors,0.20516968
features,457,drugstore,0.21911621
features,458,flower,0.39083862
features,459,pizza,0.24343872
features,460,courtyard,0.16204834
features,461,wind farm,0.61694336
features,462,habitat,0.29840088
features,463,elevator,0.21246338
features,464,"hangar, indoor",0.12475586
features,465,surfing,0.35842896
features,466,"parking garage, indoor",0.13034058
features,467,"kennel, outdoor",0.26675415
features,468,"shopping mall, indoor",0.28570557
features,469,building facade,0.20596313
features,470,aquarium,0.55514526
features,471,fastfood restaurant,0.20181274
features,472,bus interior,0.31570435
features,473,yellow,0.2036438
features,474,exhibitors,0.21151733
features,475,hockey,0.092285156
features,476,building facade,0.2663269
features,477,"hunting lodge, outdoor",0.21411133
features,478,offshore,0.16378784
features,479,throne room,0.16244507
features,480,office cubicles,0.4032898
features,481,venues,0.16751099
features,482,tree house,0.2937622
features,483,field,0.23565674
features,484,"shopping mall, indoor",0.1625061
features,485,glacier,0.1473999
features,486,desserts,0.18362427
features,487,ball pit,0.34292603
features,488,pantry,0.42001343
features,489,flowers,0.28793335
features,490,"lake, natural",0.27157593
features,491,prairie,0.17401123
features,492,bamboo forest,0.16671753
features,493,textile,0.19674683
features,494,pendants,0.15487671
features,495,exhaust,0.07165527
features,496,kindergarten,0.18209839
features,497,aviation,0.45874023
features,498,arcade,0.32733154
features,499,"hangar, indoor",0.09991455
features,500,boxing,0.22375488
features,501,aqueduct,0.51571655
features,502,metropolis,0.10058594
features,503,library,0.18515015
features,504,golf course,0.2722473
features,505,building facade,0.30947876
features,506,rock arch,0.64071655
features,507,staircase,0.3826294
features,508,aqueduct,0.22351074
features,509,building facade,0.22189331
features,510,parking lot,0.1133728
features,511,volcano,0.3433838
features,512,storage room,0.41757202
features,513,buses,0.2218628
features,514,yemen,0.104156494
features,515,bank vault,0.24035645
features,516,crevasse,0.29718018
features,517,tomb,0.19320679
features,518,pond,0.23355103
features,519,softcover,0.12466431
features,520,"escalator, indoor",0.21829224
features,521,"balcony, interior",0.20755005
features,522,water tower,0.28463745
features,523,fire escape,0.1133728
features,524,mountain snowy,0.37420654
features,525,marketplace,0.2631836
features,526,bus interior,0.50427246
features,527,building facade,0.2154541
features,528,candy store,0.16864014
features,529,building facade,0.2124939
features,530,habitat,0.2265625
features,531,dining room,0.21957397
features,532,consumables,0.14678955
features,533,aviation,0.45874023
features,534,"doorway, outdoor",0.28363037
features,535,paintings,0.17932129
features,536,amphitheater,0.31710815
features,537,ice shelf,0.4621582
features,538,foods,0.20663452
features,539,flower,0.26974487
features,540,afghanistan,0.19766235
features,541,trains,0.4855652
features,542,art gallery,0.4942932
features,543,mountain snowy,0.29260254
features,544,slogan,0.103759766
features,545,market,0.19226074
features,546,kindergarden classroom,0.39935303
features,547,barn,0.6392212
features,548,aviation,0.43426514
features,549,"shopping mall, indoor",0.31900024
features,550,carrousel,0.27526855
features,551,hostel,0.27487183
features,552,building facade,0.26116943
features,553,fountains,0.4965515
features,554,building facade,0.16506958
features,555,snorkeling,0.37277222
features,556,"kennel, outdoor",0.24551392
features,557,jail cell,0.19213867
features,558,"bow window, indoor",0.24423218
features,559,exterior,0.1885376
features,560,aviation,0.45874023
features,561,fabrics,0.23605347
features,562,alley,0.14199829
features,563,"hangar, indoor",0.15789795
features,564,landfill,0.28457642
features,565,aqueduct,0.4869995
features,566,skies,0.21496582
features,567,elevator shaft,0.106536865
features,568,slum,0.09414673
features,569,cockpit,0.33129883
features,570,building facade,0.29907227
features,571,pagoda,0.26452637
features,572,elevator shaft,0.15612793
features,573,sauna,0.40725708
features,574,bank vault,0.55267334
features,575,mauritania,0.3140564
features,576,rice paddy,0.32565308
features,577,sea,0.17504883
features,578,paving,0.30081177
features,579,dashboard,0.2909546
features,580,"underwater, ocean deep",0.18798828
features,581,spires,0.20507812
features,582,grazing,0.21838379
features,583,building facade,0.32565308
features,584,waterfall,0.13934326
features,585,glacier,0.22161865
features,586,throne room,0.31033325
features,587,building facade,0.14712524
features,588,rock arch,0.18347168
features,589,bookstore,0.4454651
features,590,flower,0.27645874
features,591,snorkeling,0.24310303
features,592,bank vault,0.14559937
features,593,yellow,0.20950317
features,594,tomb,0.21942139
features,595,fire escape,0.2041626
features,596,bamboo forest,0.6280823
features,597,preschool,0.09902954
features,598,crypt,0.22570801
features,599,auditorium,0.28601074
features,600,operating room,0.33236694
features,601,rafting,0.15536499
features,602,bedchamber,0.24517822
features,603,fundraiser,0.13882446
features,604,valves,0.19265747
features,605,rave,0.26101685
features,606,tables,0.17089844
features,607,racing,0.2284851
features,608,"temple, asia",0.21743774
features,609,archaelogical excavation,0.18817139
features,610,viaduct,0.122924805
features,611,jewelry shop,0.3138733
features,612,locker room,0.26748657
features,613,assorted,0.1446228
features,614,recreation room,0.18087769
features,615,fire escape,0.22015381
features,616,windmill,0.23800659
features,617,cabinets,0.37228394
features,618,aisle,0.38882446
features,619,aviation,0.43554688
features,620,"greenhouse, indoor",0.14431763
features,621,windmill,0.261261
features,622,"underwater, ocean deep",0.5321045
features,623,"desert, vegetation",0.47369385
features,624,aviation,0.45874023
features,625,foods,0.23937988
features,626,volcano,0.29992676
features,627,foliage,0.32318115
features,628,automotive,0.28094482
features,629,automotive,0.13168335
features,630,"field, cultivated",0.14370728
features,631,home theater,0.24972534
features,632,ball pit,0.9326477
features,633,tree farm,0.21762085
features,634,aqueduct,0.20739746
features,635,banquet hall,0.23690796
features,636,yellowstone,0.10293579
features,637,bathroom,0.41967773
features,638,delegates,0.18060303
features,639,carrousel,0.17126465
features,640,building facade,0.278656
features,641,toyshop,0.18307495
features,642,soldiers,0.17837524
features,643,banquet hall,0.16473389
features,644,ball pit,0.12472534
features,645,server room,0.30090332
features,646,ball pit,0.3746643
features,647,shoes,0.28240967
features,648,corsair,0.17279053
features,649,ball pit,0.14859009
features,650,hotel room,0.12512207
features,651,"market, outdoor",0.21279907
features,652,forest road,0.2566223
features,653,ceiling,0.2972412
features,654,bookstore,0.42492676
features,655,mountain snowy,0.19760132
features,656,"apartment building, outdoor",0.23895264
features,657,zen garden,0.21835327
features,658,ball pit,0.18115234
features,659,fountain,0.3085327
features,660,"swimming pool, indoor",0.3139038
features,661,office cubicles,0.36102295
features,662,building facade,0.3010559
features,663,imprisonment,0.16888428
features,664,yellow,0.13772583
features,665,throne room,0.37722778
features,666,"desert, sand",0.13284302
features,667,flores,0.12237549
features,668,watersports,0.24493408
features,669,phone booth,0.20144653
features,670,"library, outdoor",0.15911865
features,671,"field, cultivated",0.18408203
features,672,avenue,0.09576416
features,673,rope bridge,0.1439209
features,674,surf,0.20126343
features,675,locker,0.1715393
features,676,rope bridge,0.6600952
features,677,"stadium, football",0.4039917
features,678,locker,0.15383911
features,679,"gazebo, exterior",0.340271
features,680,hockey,0.20410156
features,681,dashboard,0.21343994
features,682,ball pit,0.25582886
features,683,fire escape,0.3647461
features,684,bookshop,0.28424072
features,685,ball pit,0.2144165
features,686,"jacuzzi, indoor",0.13366699
features,687,rapids,0.2467041
features,688,vegetation,0.2098999
features,689,"jacuzzi, indoor",0.2854004
features,690,ocean,0.20883179
features,691,tree farm,0.13900757
features,692,habitat,0.17578125
features,693,carrousel,0.6269531
features,694,cabinets,0.31097412
features,695,"escalator, indoor",0.6034241
features,696,mvp,0.093444824
features,697,building facade,0.17883301
features,698,cliffs,0.3079834
features,699,dozen,0.13623047
features,700,bank vault,0.24563599
features,701,mausoleum,0.2986145
features,702,plaque,0.20129395
features,703,ball pit,0.30645752
features,704,"bow window, indoor",0.16513062
features,705,home theater,0.27542114
features,706,"shopping mall, indoor",0.27053833
features,707,automotive,0.18585205
features,708,sky,0.28207397
features,709,sea,0.21661377
features,710,fence,0.17276001
features,711,building facade,0.29934692
features,712,snorkeling,0.25021362
features,713,canyon,0.33047485
features,714,stadium,0.1715393
features,715,wetland,0.30822754
features,716,archaelogical excavation,0.1630249
features,717,"stadium, baseball",0.52560425
features,718,plaque,0.2729187
features,719,phone booth,0.46502686
features,720,ball pit,0.5687866
features,721,"shopping mall, indoor",0.3607788
features,722,facilities,0.17214966
features,723,sauna,0.24291992
features,724,elevator shaft,0.3161621
features,725,flower,0.15567017
features,726,competitiveness,0.10357666
features,727,bookshelf,0.26535034
features,728,fabric store,0.18069458
features,729,amphitheater,0.19165039
features,730,elevator lobby,0.14901733
features,731,bamboo forest,0.44003296
features,732,wheat field,0.30337524
features,733,adopt,0.19012451
features,734,bank vault,0.30038452
features,735,slum,0.22610474
features,736,aviation,0.23287964
features,737,"hangar, indoor",0.27648926
features,738,fruits,0.27026367
features,739,pantry,0.44378662
features,740,geological,0.18252563
features,741,elevator lobby,0.22912598
features,742,ball pit,0.40826416
features,743,plaques,0.16799927
features,744,forest,0.30810547
features,745,cemetery,0.27426147
features,746,bamboo forest,0.66693115
features,747,elevator shaft,0.15209961
features,748,nightlife,0.23132324
features,749,nightlife,0.21548462
features,750,bank vault,0.21057129
features,751,"greenhouse, outdoor",0.2772827
features,752,"movie theater, indoor",0.25860596
features,753,toyshop,0.11300659
features,754,"underwater, ocean deep",0.42105103
features,755,catacomb,0.21325684
features,756,aqueduct,0.14944458
features,757,signage,0.21331787
features,758,"volleyball court, outdoor",0.21853638
features,759,blinds,0.12286377
features,760,home theater,0.11758423
features,761,"ice skating rink, indoor",0.33685303
features,762,bamboo forest,0.24050903
features,763,bookshop,0.24511719
features,764,windmill,0.5332947
features,765,banquet hall,0.4534607
features,766,"arena, hockey",0.21246338
features,767,building facade,0.1703186
features,768,ball pit,0.6060791
features,769,detail,0.116119385
features,770,ball pit,0.17028809
features,771,greenhouse,0.21627808
features,772,condemned,0.20431519
features,773,watersports,0.28582764
features,774,pizza,0.18148804
features,775,childs room,0.19488525
features,776,throne room,0.18484497
features,777,vineyards,0.24737549
features,778,zen garden,0.18875122
features,779,plant,0.17773438
features,780,candy store,0.1907959
features,781,bamboo forest,0.28048706
features,782,fishpond,0.3413391
features,783,autumn,0.16348267
features,784,cabinets,0.2763977
features,785,bookshop,0.23449707
features,786,bamboo forest,0.23025513
features,787,stairs,0.38497925
features,788,"arena, hockey",0.58465576
features,789,cabinets,0.22793579
features,790,bookshop,0.17141724
features,791,badlands,0.7457886
features,792,glacier,0.56137085
features,793,conference room,0.44363403
features,794,aqueduct,0.17251587
features,795,canyon,0.3072815
features,796,rodeo,0.12509155
features,797,"balcony, exterior",0.19128418
features,798,landing,0.1569519
features,799,bikes,0.1781311
features,800,bamboo forest,0.21887207
features,801,fountain,0.19647217
features,802,signage,0.13290405
features,803,pond,0.15756226
features,804,water tower,0.20941162
features,805,gift shop,0.3222351
features,806,football,0.13296509
features,807,kennel,0.15203857
features,808,cathedral,0.24645996
features,809,attic,0.16998291
features,810,rope bridge,0.3798828
features,811,performing,0.12802124
features,812,wheat field,0.6080322
features,813,ball pit,0.27059937
features,814,golf,0.1781311
features,815,operating room,0.20471191
features,816,door,0.2793579
features,817,candid,0.10549927
features,818,scrapbooking,0.105773926
features,819,aqueduct,0.22167969
features,820,crypt,0.24676514
features,821,vendors,0.18145752
features,822,bookshelf,0.28067017
features,823,"atrium, public",0.26486206
features,824,cathedral,0.1408081
features,825,vegetation,0.20614624
features,826,igloo,0.24710083
features,827,green,0.11373901
features,828,rock arch,0.28726196
features,829,aviation,0.33654785
features,830,yacht,0.1481018
features,831,ball pit,0.30871582
features,832,building facade,0.17843628
features,833,flores,0.28305054
features,834,crevasse,0.18234253
features,835,badlands,0.35360718
features,836,cafe,0.17977905
features,837,banquet hall,0.21820068
features,838,bookshelf,0.3736267
features,839,pantry,0.27166748
features,840,car interior,0.13516235
features,841,blinds,0.12188721
features,842,candy store,0.13357544
features,843,aviation,0.43737793
features,844,participants,0.11315918
features,845,interstate,0.14065552
features,846,"apartment building, outdoor",0.1579895
features,847,wheat field,0.18240356
features,848,bamboo forest,0.5310364
features,849,plant,0.30358887
features,850,food court,0.25109863
features,851,snowy,0.46966553
features,852,track,0.115753174
features,853,"arena, rodeo",0.16149902
features,854,bamboo forest,0.58099365
features,855,blue,0.14199829
features,856,merchandising,0.11468506
features,857,waterfall,0.24865723
features,858,habitat,0.24234009
features,859,utility room,0.31784058
features,860,building facade,0.18173218
features,861,bookshop,0.39971924
features,862,pharmacist,0.1899414
features,863,ball pit,0.6128845
features,864,vending,0.14422607
features,865,taj,0.39562988
features,866,wind farm,0.07904053
features,867,aqueduct,0.1635437
features,868,diver,0.17337036
features,869,arena,0.31848145
features,870,pasture,0.31741333
features,871,wheat field,0.108947754
features,872,building facade,0.2312622
features,873,"synagogue, outdoor",0.13076782
features,874,bus interior,0.7398987
features,875,columns,0.28753662
features,876,compressor,0.22555542
features,877,"stadium, soccer",0.16247559
features,878,engine,0.13894653
features,879,dam,0.20635986
features,880,participants,0.17105103
features,881,"stadium, football",0.21011353
features,882,grandchildren,0.14163208
features,883,enlisted,0.3867798
features,884,engine,0.1928711
features,885,pantry,0.2704773
features,886,fabric store,0.28433228
features,887,pharmacy,0.2388916
features,888,bookshelf,0.11505127
features,889,operating room,0.3730774
features,890,pagoda,0.8067932
features,891,landing deck,0.35266113
features,892,ball pit,0.53564453
features,893,alley,0.3694458
features,894,oem,0.17681885
features,895,"general store, indoor",0.18511963
features,896,"stadium, football",0.3833313
features,897,landing deck,0.19207764
features,898,utility room,0.34423828
features,899,"ice skating rink, indoor",0.16751099
features,900,pantry,0.15805054
features,901,flower,0.122558594
features,902,valley,0.36557007
features,903,hoodia,0.15966797
features,904,"apartment building, outdoor",0.19137573
features,905,waterfall,0.1329956
features,906,symposium,0.21780396
features,907,ball pit,1.0536499
features,908,"temple, asia",0.3189087
features,909,glacier,0.5385437
features,910,throne room,0.31243896
features,911,ball pit,0.28808594
features,912,sauna,0.37908936
features,913,automotive,0.26831055
features,914,water tower,0.13269043
features,915,dessert,0.23828125
features,916,wind farm,0.30844116
features,917,dirt,0.16235352
features,918,wheat field,0.41238403
features,919,ball pit,0.20825195
features,920,ball pit,0.5548706
features,921,ice floe,0.21878052
features,922,"arena, hockey",0.33624268
features,923,ornaments,0.10626221
features,924,sauna,0.28952026
features,925,"volleyball court, outdoor",0.15655518
features,926,surfing,0.22827148
